,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Mark Olver,24,COL,C,0.29,0.17,0.13,1.04,25,16,40,65,-1.4,98.9,50.7,49.3,12:57,311,0:27,24,4,4,0,3,3,0,0.000,0.000,7
Linus Omark,24,EDM,LW,0.21,0.21,0.00,1.71,24,12.5,47,51.1,-3.3,94.8,56.2,43.8,13:27,188,1:45,14,3,3,0,0,0,0,0.000,0.000,3
Theo Peckham,24,EDM,D,0.06,0.02,0.04,0.46,25,4,63,39.7,-2.8,102.1,50.5,49.5,16:53,911,0:03,54,1,1,0,2,2,0,0.000,0.000,3
Mathieu Perreault,24,WSH,C,0.47,0.25,0.22,0.94,60,26.7,129,47.3,6.5,102.6,52.2,47.8,12:02,770,1:00,64,16,14,2,14,14,0,0.031,0.000,30
Jeff Petry,24,EDM,D,0.34,0.03,0.32,1.52,111,1.8,239,46.4,0.5,99.5,49.2,50.8,21:46,1589,1:16,73,2,1,1,23,18,5,0.014,0.068,25
Tom Pyatt,24,TBL,C,0.26,0.16,0.09,1.28,95,12.6,142,66.9,-7.7,97,34.4,65.6,14:48,1095,0:22,74,12,11,1,7,7,0,0.014,0.000,19
Joel Rechlicz,24,WSH,RW,0.00,0.00,0.00,0.00,0,,0,,-34.1,100,0,100,1:59,6,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Mattias Ritola,24,TBL,C,0.00,0.00,0.00,2.80,14,0,19,73.7,-8.3,90,53.8,46.2,10:50,54,1:05,5,0,0,0,0,0,0,0.000,0.000,0
Kris Russell,24,TOT,D,0.22,0.11,0.11,1.02,56,10.7,121,46.3,-2.5,101.6,56.7,43.3,17:01,936,1:50,55,6,6,0,6,5,1,0.000,0.018,12
Ryan Russell,24,CBJ,C,0.05,0.05,0.00,0.95,39,5.1,64,60.9,-6.4,96.8,39.6,60.4,11:41,479,0:06,41,2,2,0,0,0,0,0.000,0.000,2
Bobby Ryan,24,ANA,RW,0.70,0.38,0.32,2.49,204,15.2,368,55.2,1.9,100.1,50,50,18:21,1505,2:09,82,31,26,3,26,18,8,0.037,0.098,57
Jerome Samson,24,CAR,RW,0.31,0.13,0.19,1.94,31,6.5,55,56.4,7.1,97.1,55.3,44.7,12:17,196,1:14,16,2,1,1,3,2,1,0.063,0.063,5
Michael Sauer,24,NYR,D,0.16,0.05,0.11,0.74,14,7.1,30,46.7,2.5,107.3,44.7,55.3,18:44,356,0:17,19,1,1,0,2,2,0,0.000,0.000,3
David Schlemko,24,PHX,D,0.24,0.02,0.22,1.26,58,1.7,121,47.9,-4.5,101.2,47.3,52.7,18:21,844,0:21,46,1,1,0,10,10,0,0.000,0.000,11
Tom Sestito,24,PHI,LW,0.07,0.00,0.07,0.29,4,0,6,66.7,-6.3,90.9,69.6,30.4,6:54,97,0:02,14,0,0,0,1,1,0,0.000,0.000,1
Jack Skille,24,FLA,RW,0.22,0.09,0.13,1.65,76,5.3,133,56.4,-5.6,96.6,47.6,52.4,11:58,550,0:14,46,4,3,0,6,6,0,0.000,0.000,10
Carl Sneep,24,PIT,D,1.00,0.00,1.00,0.00,0,,0,,14.2,103.6,54.5,45.5,16:19,16,0:00,1,0,0,0,1,1,0,0.000,0.000,1
Vladimir Sobotka,24,STL,C,0.27,0.07,0.21,1.60,117,4.3,211,55.5,-3.7,101,49.9,50.1,15:51,1157,0:38,73,5,4,0,15,14,1,0.000,0.014,20
Chris Stewart,24,STL,RW,0.38,0.19,0.19,2.10,166,9,268,61.6,-7.7,100.2,58.3,41.7,15:26,1220,1:33,79,15,13,2,15,13,2,0.025,0.025,30
Brian Strait,24,PIT,D,0.11,0.00,0.11,0.44,4,0,12,33.3,-9.5,95.8,63.2,36.8,12:53,116,0:00,9,0,0,0,1,1,0,0.000,0.000,1
Brett Sutter,24,CAR,C,0.20,0.00,0.20,0.73,11,0,22,50,-10,104.5,41.5,58.5,7:34,114,0:01,15,0,0,0,3,3,0,0.000,0.000,3
Ryan Thang,24,NSH,LW,0.00,0.00,0.00,0.00,0,,0,,,100,100,0,8:32,9,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Chris VandeVelde,24,EDM,C,0.20,0.20,0.00,0.20,1,100,2,50,-8.1,116.7,42.1,57.9,9:52,49,0:00,5,1,1,0,0,0,0,0.000,0.000,1
Marc-Edouard Vlasic,24,SJS,D,0.28,0.05,0.23,1.45,119,3.4,287,41.5,-1,100.2,46,54,23:09,1899,0:33,82,4,4,0,19,17,1,0.000,0.012,23
Mike Weber,24,BUF,D,0.10,0.02,0.08,1.00,51,2,122,41.8,-2.2,95.7,48.5,51.5,18:35,947,0:04,51,1,1,0,4,4,0,0.000,0.000,5
Casey Wellman,24,MIN,C,0.50,0.14,0.36,1.79,25,8,47,53.2,8,96.8,46.7,53.3,12:44,178,1:23,14,2,2,0,5,4,1,0.000,0.071,7
Ryan Wilson,24,COL,D,0.36,0.02,0.34,1.07,63,1.6,151,41.7,0.4,101.1,53.7,46.3,18:44,1105,0:36,59,1,1,0,20,16,4,0.000,0.068,21
Vladimir Zharkov,24,NJD,RW,0.00,0.00,0.00,0.00,0,,2,0,2.4,75,100,0,4:53,20,0:09,4,0,0,0,0,0,0,0.000,0.000,0
Harry Zolnierczyk,24,PHI,LW,0.16,0.08,0.08,1.32,49,6.1,81,60.5,-1.2,90.9,50,50,7:42,285,0:07,37,3,3,0,3,3,0,0.000,0.000,6
Mats Zuccarello,24,NYR,LW,0.30,0.20,0.10,1.00,10,20,19,52.6,5.6,98.3,45,55,10:03,100,3:00,10,2,1,1,1,0,1,0.100,0.100,3
Cam Barker,25,EDM,D,0.08,0.08,0.00,1.40,35,5.7,80,43.8,-4.5,103.4,47.2,52.8,18:22,459,2:19,25,2,1,1,0,0,0,0.040,0.000,2
Cody Bass,25,CBJ,C,0.07,0.00,0.07,0.93,13,0,15,86.7,-8.9,101.8,44.3,55.7,9:05,127,0:05,14,0,0,0,1,1,0,0.000,0.000,1
Stu Bickel,25,NYR,D,0.18,0.00,0.18,0.43,22,0,55,40,-3.9,98.8,52.3,47.7,10:26,532,0:00,51,0,0,0,9,8,0,0.000,0.000,9
Bryan Bickell,25,CHI,LW,0.34,0.13,0.21,1.18,84,10.7,162,51.9,-4.9,99.5,38.1,61.9,12:08,862,0:28,71,9,9,0,15,15,0,0.000,0.000,24
Mike Blunden,25,MTL,RW,0.10,0.05,0.05,0.87,34,5.9,55,61.8,-7.6,100.9,37.9,62.1,9:22,365,0:02,39,2,2,0,2,2,0,0.000,0.000,4
Jared Boll,25,CBJ,RW,0.06,0.04,0.02,0.65,35,5.7,65,53.8,-5.7,97.5,49.3,50.7,8:07,438,0:04,54,2,2,0,1,1,0,0.000,0.000,3
Dave Bolland,25,CHI,C,0.49,0.25,0.24,1.66,126,15.1,211,59.7,-6.3,99.3,31.8,68.2,16:30,1254,1:59,76,19,9,7,18,13,5,0.092,0.066,37
Brandon Bollig,25,CHI,LW,0.00,0.00,0.00,0.89,16,0,26,61.5,-13.1,95.8,75.8,24.2,5:53,106,0:01,18,0,0,0,0,0,0,0.000,0.000,0
Tyler Bozak,25,TOR,C,0.64,0.25,0.40,1.49,109,16.5,200,54.5,-3.2,99.8,53.8,46.2,18:51,1375,2:47,73,18,14,4,29,20,8,0.055,0.110,47
Evan Brophey,25,COL,C,0.00,0.00,0.00,0.00,0,,0,,-0.5,133.3,60,40,4:11,13,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Gilbert Brule,25,PHX,C,0.42,0.15,0.27,1.70,56,8.9,88,63.6,1.8,105,45.3,54.7,11:34,382,1:05,33,5,4,1,9,9,0,0.030,0.000,14
Chris Butler,25,CGY,D,0.22,0.03,0.19,0.91,62,3.2,149,41.6,-5.8,100.5,45,55,21:36,1469,0:43,68,2,2,0,13,10,3,0.000,0.044,15
Dane Byers,25,CBJ,LW,0.00,0.00,0.00,1.00,8,0,8,100,-3.6,100,48.4,51.6,8:05,65,0:00,8,0,0,0,0,0,0,0.000,0.000,0
Kyle Chipchura,25,PHX,C,0.30,0.06,0.25,0.81,43,7,78,55.1,-1.6,101.7,48.3,51.7,10:32,558,0:03,53,3,3,0,13,13,0,0.000,0.000,16
Blake Comeau,25,TOT,RW,0.20,0.07,0.14,1.85,137,3.6,283,48.4,2.2,97.9,48.9,51.1,15:27,1143,0:39,74,5,5,0,10,10,0,0.000,0.000,15
Erik Condra,25,OTT,RW,0.31,0.10,0.21,1.73,140,5.7,236,58.9,-0.3,100.6,49.4,50.6,14:10,1147,0:04,81,8,6,0,17,15,0,0.000,0.000,25
Matt D'Agostini,25,STL,RW,0.33,0.16,0.16,1.84,101,8.9,207,48.8,-1.1,102.7,55.8,44.2,14:01,771,1:45,55,9,6,3,9,9,0,0.055,0.000,18
David Desharnais,25,MTL,C,0.74,0.20,0.54,1.21,98,16.3,162,60.5,1.2,102,51.8,48.2,18:24,1490,3:17,81,16,13,3,44,27,17,0.037,0.210,60
Andrew Desjardins,25,SJS,C,0.22,0.05,0.17,1.05,80,5,132,60.6,-2.6,99.4,49.3,50.7,9:35,728,0:01,76,4,4,0,13,12,0,0.000,0.000,17
Derek Dorsett,25,CBJ,RW,0.26,0.16,0.10,1.78,137,8.8,207,66.2,-5,98.7,34.5,65.5,14:42,1131,0:47,77,12,9,2,8,7,1,0.026,0.013,20
Brandon Dubinsky,25,NYR,C,0.44,0.13,0.31,1.82,140,7.1,256,54.7,0.8,102.2,41.3,58.7,16:16,1253,1:46,77,10,9,0,24,20,2,0.000,0.026,34
Alexander Edler,25,VAN,D,0.60,0.13,0.46,2.78,228,4.8,451,50.6,-1.6,100.1,59.1,40.9,23:52,1957,3:26,82,11,5,5,38,21,17,0.061,0.207,49
Alexei Emelin,25,MTL,D,0.10,0.04,0.06,0.93,62,4.8,146,42.5,-1.1,97.1,47.9,52.1,17:18,1159,0:10,67,3,2,0,4,3,0,0.000,0.000,7
Brett Festerling,25,WPG,D,0.00,0.00,0.00,0.40,2,0,4,50,-9.1,96.3,41.7,58.3,13:07,66,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Mark Fistric,25,DAL,D,0.03,0.00,0.03,0.50,30,0,89,33.7,-3.5,100.3,45.2,54.8,16:31,991,0:00,60,0,0,0,2,2,0,0.000,0.000,2
Mark Fraser,25,NJD,D,0.00,0.00,0.00,0.00,0,,5,0,-3.1,92.9,57.7,42.3,14:20,57,0:01,4,0,0,0,0,0,0,0.000,0.000,0
Aaron Gagnon,25,WPG,C,0.00,0.00,0.00,0.86,6,0,12,50,10.6,96.6,58.1,41.9,9:27,66,0:00,7,0,0,0,0,0,0,0.000,0.000,0
Chay Genoway,25,MIN,D,1.00,0.00,1.00,1.00,1,0,1,100,-5.1,97.6,55.6,44.4,18:16,18,2:10,1,0,0,0,1,1,0,0.000,0.000,1
Colin Greening,25,OTT,C,0.45,0.21,0.24,2.24,184,9.2,291,63.2,-2,99.7,56.8,43.2,15:35,1278,1:45,82,17,13,4,20,16,4,0.049,0.049,37
Carl Gunnarsson,25,TOR,D,0.25,0.05,0.20,1.17,89,4.5,199,44.7,-0.4,99.6,45.1,54.9,21:42,1649,1:12,76,4,4,0,15,9,6,0.000,0.079,19
Micheal Haley,25,NYI,C,0.00,0.00,0.00,0.93,13,0,21,61.9,-0.7,98,40.5,59.5,7:57,111,0:05,14,0,0,0,0,0,0,0.000,0.000,0
Jannik Hansen,25,VAN,LW,0.48,0.20,0.28,1.67,137,11.7,230,59.6,-3.8,103.7,40.4,59.6,14:54,1222,0:08,82,16,15,0,23,21,0,0.000,0.000,39
Darren Helm,25,DET,C,0.38,0.13,0.25,1.82,124,7.3,248,50,1.6,99.9,56.6,43.4,14:31,987,0:10,68,9,9,0,17,17,0,0.000,0.000,26
Patric Hornqvist,25,NSH,RW,0.57,0.36,0.21,3.03,230,11.7,338,68,6.2,100.6,55,45,15:20,1165,2:33,76,27,19,8,16,14,2,0.105,0.026,43
Jack Johnson,25,TOT,D,0.46,0.15,0.32,2.15,176,6.8,345,50.1,-6.7,99.8,46.8,53.2,23:46,1949,4:00,82,12,7,5,26,14,12,0.061,0.146,38
Blair Jones,25,TOT,C,0.19,0.07,0.12,1.35,58,5.2,90,64.4,0.5,99.3,44.5,55.5,11:22,488,0:46,43,3,3,0,5,4,1,0.000,0.023,8
Patrick Kaleta,25,BUF,RW,0.16,0.08,0.08,1.10,69,7.2,129,52.7,-4.2,98.5,42.1,57.9,13:09,829,0:02,63,5,5,0,5,5,0,0.000,0.000,10
Matt Kassian,25,MIN,LW,0.08,0.08,0.00,0.54,13,15.4,19,68.4,-4,98.2,54.5,45.5,5:33,133,0:00,24,2,2,0,0,0,0,0.000,0.000,2
Tim Kennedy,25,FLA,LW,0.07,0.04,0.04,0.81,22,4.5,27,81.5,-3.5,92.4,48.6,51.4,11:08,301,0:26,27,1,1,0,1,1,0,0.000,0.000,2
Tyler Kennedy,25,PIT,C,0.55,0.18,0.37,3.25,195,5.6,324,60.2,3.7,99.8,56.5,43.5,14:22,862,1:24,60,11,11,0,22,19,3,0.000,0.050,33
Rob Klinkhammer,25,OTT,LW,0.13,0.00,0.13,1.73,26,0,46,56.5,2.1,98.6,51.4,48.6,11:27,172,0:02,15,0,0,0,2,2,0,0.000,0.000,2
Lauri Korpikoski,25,PHX,LW,0.45,0.21,0.24,1.78,146,11.6,292,49.7,-6.7,101.8,43.2,56.8,17:08,1405,0:43,82,17,14,0,20,18,2,0.000,0.024,37
David Krejci,25,BOS,C,0.78,0.29,0.49,1.84,145,15.9,259,56,-1,98.5,54.8,45.2,18:25,1455,2:25,79,23,21,2,39,30,9,0.025,0.114,62
Nikolai Kulemin,25,TOR,LW,0.40,0.10,0.30,1.53,107,6.5,231,45.9,1.1,100.9,52,48,15:13,1066,0:51,70,7,6,1,21,16,4,0.014,0.057,28
Pierre-Cedric Labrie,25,TBL,LW,0.14,0.00,0.14,0.36,5,0,17,29.4,8,90.5,37.9,62.1,5:54,83,0:00,14,0,0,0,2,2,0,0.000,0.000,2
Trevor Lewis,25,LAK,C,0.10,0.04,0.06,1.43,103,2.9,180,55.6,-4.5,98.4,51.2,48.8,13:14,953,0:15,72,3,3,0,4,4,0,0.000,0.000,7
Andrew MacDonald,25,NYI,D,0.25,0.07,0.19,0.95,71,7,202,35.1,-1.8,99.3,47.4,52.6,23:22,1753,1:21,75,5,4,1,14,13,1,0.013,0.013,19
Evgeni Malkin,25,PIT,C,1.45,0.67,0.79,4.52,339,14.7,583,58.1,4.5,100,65.8,34.2,21:01,1577,4:21,75,50,38,12,59,37,22,0.160,0.293,109
Jon Matsumoto,25,FLA,C,0.00,0.00,0.00,0.00,0,,0,,21,,100,0,5:04,5,0:15,1,0,0,0,0,0,0,0.000,0.000,0
Kenndal McArdle,25,WPG,LW,0.00,0.00,0.00,0.33,3,0,7,42.9,-34.8,93.5,60,40,6:07,55,0:00,9,0,0,0,0,0,0,0.000,0.000,0
John McCarthy,25,SJS,LW,0.00,0.00,0.00,1.40,14,0,16,87.5,-4.7,96,61.2,38.8,9:26,94,0:04,10,0,0,0,0,0,0,0.000,0.000,0
Adam McQuaid,25,BOS,D,0.14,0.03,0.11,0.88,63,3.2,157,40.1,-6.7,104.5,49.7,50.3,14:57,1077,0:03,72,2,2,0,8,8,0,0.000,0.000,10
Chris Mueller,25,NSH,C,0.00,0.00,0.00,1.00,4,0,6,66.7,-5.2,94.1,59.3,40.7,9:09,37,0:00,4,0,0,0,0,0,0,0.000,0.000,0
Nikita Nikitin,25,TOT,D,0.52,0.11,0.41,1.69,103,6.8,236,43.6,2.1,97.4,43.8,56.2,23:12,1415,2:47,61,7,4,3,25,18,6,0.049,0.098,32
Matt Niskanen,25,PIT,D,0.28,0.05,0.23,1.57,118,3.4,270,43.7,3.1,99.9,58.1,41.9,17:56,1345,2:12,75,4,1,3,17,12,5,0.040,0.067,21
Cal O'Reilly,25,TOT,C,0.21,0.06,0.15,0.52,17,11.8,33,51.5,-6.8,95.7,56.1,43.9,12:46,421,1:25,33,2,1,1,5,4,1,0.030,0.030,7
Victor Oreskovich,25,VAN,D,0.00,0.00,0.00,0.00,0,,0,,-34.5,100,33.3,66.7,6:17,6,0:25,1,0,0,0,0,0,0,0.000,0.000,0
T.J. Oshie,25,STL,C,0.68,0.24,0.44,2.35,188,10.1,296,63.5,-2.4,101.1,46.3,53.7,19:32,1562,2:28,80,19,15,3,35,21,13,0.038,0.163,54
Jarod Palmer,25,MIN,RW,0.17,0.17,0.00,2.33,14,7.1,19,73.7,8,95.5,51.1,48.9,13:20,80,1:44,6,1,1,0,0,0,0,0.000,0.000,1
Roman Polak,25,STL,D,0.14,0.00,0.14,1.14,88,0,190,46.3,-7.6,99.5,50.5,49.5,18:52,1453,0:04,77,0,0,0,11,11,0,0.000,0.000,11
Kevin Porter,25,COL,RW,0.20,0.11,0.09,0.91,32,12.5,50,64,-8.1,98.7,52.3,47.7,9:11,321,0:29,35,4,4,0,3,3,0,0.000,0.000,7
Benoit Pouliot,25,BOS,LW,0.43,0.22,0.22,1.45,107,15,174,61.5,0.1,103.6,58,42,12:13,904,1:04,74,16,15,1,16,15,1,0.014,0.014,32
Nate Prosser,25,MIN,D,0.24,0.02,0.22,0.63,32,3.1,79,40.5,-3.8,97.4,38.9,61.1,19:15,982,0:52,51,1,1,0,11,8,3,0.000,0.059,12
Alexander Radulov,25,NSH,RW,0.78,0.33,0.44,2.33,21,14.3,35,60,0.4,102.5,46.1,53.9,19:21,174,1:37,9,3,3,0,4,3,1,0.000,0.111,7
Chad Rau,25,MIN,C,0.22,0.22,0.00,0.78,7,28.6,12,58.3,-2.3,99.7,53.7,46.3,10:53,98,0:53,9,2,2,0,0,0,0,0.000,0.000,2
Matt Read,25,PHI,RW,0.59,0.30,0.29,1.96,155,15.5,282,54.6,-3.2,102.6,50.7,49.3,17:04,1348,2:25,79,24,18,4,23,15,7,0.051,0.089,47
Ryan Reaves,25,STL,RW,0.07,0.05,0.02,0.53,32,9.4,55,58.2,-2,99.3,62,38,6:32,392,0:01,60,3,3,0,1,1,0,0.000,0.000,4
Peter Regin,25,OTT,C,0.40,0.20,0.20,1.50,15,13.3,28,53.6,2,103.8,52.7,47.3,14:06,141,0:56,10,2,2,0,2,2,0,0.000,0.000,4
Jeff Schultz,25,WSH,D,0.11,0.02,0.09,0.41,22,4.5,59,37.3,-5.7,100.8,49.6,50.4,15:18,826,0:00,54,1,1,0,5,5,0,0.000,0.000,6
Andrej Sekera,25,BUF,D,0.19,0.04,0.14,1.28,88,3.4,185,47.6,2.1,100.1,47.1,52.9,19:36,1353,0:51,69,3,2,1,10,10,0,0.014,0.000,13
Devin Setoguchi,25,MIN,RW,0.52,0.28,0.25,2.52,174,10.9,305,56.7,4,97.1,50.1,49.9,17:36,1214,2:47,69,19,12,7,17,11,6,0.101,0.087,36
Ladislav Smid,25,EDM,D,0.19,0.06,0.13,0.60,47,10.6,92,51.1,-1.7,100.9,48.4,51.6,20:54,1631,0:03,78,5,5,0,10,9,0,0.000,0.000,15
Marc Staal,25,NYR,D,0.11,0.04,0.07,1.33,61,3.3,110,55.5,-11.7,97.9,50.9,49.1,19:54,915,0:28,46,2,1,1,3,1,1,0.022,0.022,5
Anton Stralman,25,NYR,D,0.34,0.04,0.30,1.04,55,3.6,110,50,-3.3,102.6,51,49,17:06,906,1:12,53,2,2,0,16,12,4,0.000,0.075,18
Matt Taormina,25,NJD,D,0.23,0.03,0.20,1.10,33,3,63,52.4,0.3,102.3,59.4,40.6,16:32,496,0:32,30,1,1,0,6,5,1,0.000,0.033,7
Travis Turnbull,25,BUF,C,0.33,0.33,0.00,1.00,3,33.3,3,100,-11,103.3,50,50,4:55,15,0:00,3,1,1,0,0,0,0,0.000,0.000,1
Kris Versteeg,25,FLA,RW,0.76,0.32,0.44,2.55,181,12.7,296,61.1,0,101.1,56.1,43.9,19:55,1414,3:22,71,23,14,8,31,21,10,0.113,0.141,54
Tom Wandell,25,DAL,C,0.21,0.08,0.13,1.43,103,5.8,182,56.6,3.4,97,45.5,54.5,9:44,701,0:29,72,6,6,0,9,9,0,0.000,0.000,15
Matt Watkins,25,PHX,RW,0.00,0.00,0.00,0.00,0,,0,,-20.3,80,20,80,6:37,7,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Blake Wheeler,25,WPG,RW,0.80,0.21,0.59,2.60,208,8.2,371,56.1,4.3,99.5,58.1,41.9,19:05,1526,2:38,80,17,11,6,47,38,9,0.075,0.113,64
Wojtek Wolski,25,TOT,LW,0.39,0.13,0.26,1.61,50,8,90,55.6,0.7,96.9,59.2,40.8,13:46,427,1:28,31,4,4,0,8,7,1,0.000,0.032,12
J.T. Wyman,25,TBL,RW,0.28,0.05,0.23,0.78,31,6.5,61,50.8,-5.2,103.5,29.9,70.1,10:33,422,0:03,40,2,2,0,9,9,0,0.000,0.000,11
Keith Yandle,25,PHX,D,0.52,0.13,0.39,2.39,196,5.6,424,46,4.2,100.8,55.5,44.5,22:20,1832,3:27,82,11,11,0,32,21,11,0.000,0.134,43
Steven Zalewski,25,NJD,C,0.00,0.00,0.00,0.86,6,0,6,100,-4.7,93.5,59.5,40.5,10:34,74,0:12,7,0,0,0,0,0,0,0.000,0.000,0
Mike Angelidis,26,TBL,C,0.17,0.17,0.00,1.33,8,12.5,11,72.7,8.6,89.6,33.3,66.7,6:30,39,0:00,6,1,1,0,0,0,0,0.000,0.000,1
Jay Beagle,26,WSH,C,0.12,0.10,0.02,1.20,49,8.2,78,62.8,-2,99,39.1,60.9,11:51,486,0:03,41,4,4,0,1,1,0,0.000,0.000,5
Patrice Bergeron,26,BOS,C,0.79,0.27,0.52,2.36,191,11.5,355,53.8,6.2,102.3,48.1,51.9,18:35,1505,2:31,81,22,15,5,42,32,9,0.062,0.111,64
Steve Bernier,26,NJD,RW,0.19,0.03,0.16,0.72,23,4.3,37,62.2,-9,106,47.4,52.6,11:58,383,0:30,32,1,1,0,5,5,0,0.000,0.000,6
Paul Bissonnette,26,PHX,LW,0.03,0.03,0.00,0.48,15,6.7,23,65.2,8.7,94.7,55.8,44.2,6:04,188,0:00,31,1,1,0,0,0,0,0.000,0.000,1
Alexandre Bolduc,26,PHX,C,0.00,0.00,0.00,0.50,1,0,2,50,3.2,88.9,83.3,16.7,7:10,14,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Troy Brouwer,26,WSH,RW,0.40,0.22,0.18,1.62,133,13.5,247,53.4,-1.1,97.9,46.5,53.5,17:11,1408,2:08,82,18,15,3,15,12,2,0.037,0.024,33
Mike Brown,26,TOR,RW,0.08,0.04,0.04,1.12,56,3.6,103,54.4,-3.2,95.6,41,59,9:17,464,0:01,50,2,2,0,2,1,0,0.000,0.000,4
Fabian Brunnstrom,26,DET,LW,0.20,0.00,0.20,1.20,6,0,11,54.5,4,86.5,78.6,21.4,9:04,45,0:07,5,0,0,0,1,1,0,0.000,0.000,1
Brent Burns,26,SJS,D,0.46,0.14,0.32,2.48,201,5.5,429,46.9,2.4,99.4,56,44,22:32,1826,2:44,81,11,6,5,26,15,11,0.062,0.136,37
Dustin Byfuglien,26,WPG,D,0.80,0.18,0.62,3.38,223,5.4,478,46.7,5.1,98.2,54.1,45.9,24:07,1592,3:29,66,12,8,4,41,25,15,0.061,0.227,53
Ryan Callahan,26,NYR,RW,0.71,0.38,0.33,3.09,235,12.3,392,60.2,-3.4,98.4,48.6,51.4,21:02,1599,3:42,76,29,15,13,25,19,4,0.171,0.053,54
Brett Carson,26,CGY,D,0.00,0.00,0.00,0.50,1,0,3,33.3,,85.7,52.6,47.4,11:22,23,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Grant Clitsome,26,TOT,D,0.27,0.06,0.21,1.38,87,4.6,185,47,-1.6,99.1,51.1,48.9,17:00,1071,1:53,63,4,3,1,13,8,4,0.016,0.063,17
Braydon Coburn,26,PHI,D,0.30,0.05,0.25,1.40,113,3.5,261,43.3,-3.3,100.8,50.6,49.4,22:03,1786,0:21,81,4,4,0,20,18,0,0.000,0.000,24
Adam Cracknell,26,STL,RW,0.50,0.50,0.00,0.50,1,100,2,50,-2.3,114.3,44.4,55.6,7:39,15,0:00,2,1,1,0,0,0,0,0.000,0.000,1
B.J. Crombeen,26,STL,RW,0.08,0.03,0.05,1.25,50,2,83,60.2,-4,98,51.7,48.3,8:18,332,0:01,40,1,1,0,2,2,0,0.000,0.000,3
Guillaume Desbiens,26,CGY,D,0.00,0.00,0.00,0.20,2,0,8,25,-4.8,96.9,56.7,43.3,7:07,71,0:00,10,0,0,0,0,0,0,0.000,0.000,0
Raphael Diaz,26,MTL,D,0.27,0.05,0.22,1.03,61,4.9,167,36.5,-3.6,99.6,46.8,53.2,18:00,1062,1:39,59,3,3,0,13,7,4,0.000,0.068,16
Jake Dowell,26,DAL,C,0.13,0.04,0.10,0.75,39,5.1,69,56.5,5.1,96.6,48.5,51.5,7:38,397,0:01,52,2,2,0,5,5,0,0.000,0.000,7
Philippe Dupuis,26,TOR,C,0.00,0.00,0.00,1.00,30,0,49,61.2,-2,96.7,42.4,57.6,10:30,315,0:01,30,0,0,0,0,0,0,0.000,0.000,0
Loui Eriksson,26,DAL,LW,0.87,0.32,0.55,2.28,187,13.9,301,62.1,0.8,102.1,52.7,47.3,19:46,1620,2:38,82,26,19,5,45,37,7,0.061,0.085,71
Eric Fehr,26,WPG,RW,0.09,0.06,0.03,1.54,54,3.7,90,60,0.5,94.9,55.5,44.5,9:42,339,0:26,35,2,2,0,1,1,0,0.000,0.000,3
Ryan Garbutt,26,DAL,C,0.15,0.10,0.05,1.40,28,7.1,53,52.8,7.5,96.8,49.5,50.5,8:17,166,0:01,20,2,2,0,1,1,0,0.000,0.000,3
Ryan Getzlaf,26,ANA,C,0.70,0.13,0.56,2.26,185,5.9,392,46.4,6.9,97.9,48,52,21:36,1771,3:39,82,11,7,4,46,26,19,0.049,0.232,57
Alex Goligoski,26,DAL,D,0.42,0.13,0.30,1.97,140,6.4,338,41.4,5.9,98.7,49.2,50.8,22:46,1617,3:09,71,9,7,2,21,13,7,0.028,0.099,30
Andrew Gordon,26,ANA,RW,0.14,0.05,0.08,1.03,38,5.3,72,52.8,-5.7,95,57.1,42.9,10:51,402,0:05,37,2,2,0,3,3,0,0.000,0.000,5
Mike Green,26,WSH,D,0.22,0.09,0.13,2.00,64,4.7,149,43,0.5,102.1,50.3,49.7,21:03,673,2:43,32,3,0,3,4,3,1,0.094,0.031,7
Ryan Hamilton,26,TOR,LW,0.50,0.00,0.50,0.50,1,0,1,100,1.6,100.5,30.8,69.2,13:08,26,0:00,2,0,0,0,1,1,0,0.000,0.000,1
Josh Hennessy,26,BOS,C,0.00,0.00,0.00,0.67,2,0,3,66.7,,107.1,58.3,41.7,6:46,20,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Jack Hillen,26,NSH,D,0.11,0.04,0.07,0.93,51,3.9,114,44.7,-2.6,102.7,50.8,49.2,14:04,773,0:01,55,2,2,0,4,4,0,0.000,0.000,6
Nathan Horton,26,BOS,C,0.70,0.37,0.33,1.96,90,18.9,155,58.1,5.6,97.3,57.5,42.5,15:56,733,2:32,46,17,11,6,15,13,2,0.130,0.043,32
Matt Hunwick,26,COL,D,0.18,0.09,0.09,1.21,40,7.5,76,52.6,0.3,98.3,54.3,45.7,18:04,596,1:04,33,3,3,0,3,3,0,0.000,0.000,6
Jean-Francois Jacques,26,ANA,LW,0.00,0.00,0.00,1.17,7,0,8,62.5,-8.6,116.7,60,40,6:37,40,0:00,6,0,0,0,0,0,0,0.000,0.000,0
