,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Nick Spaling,24,NSH,C,0.28,0.19,0.09,1.21,57,15.8,105,54.3,-5.9,97.9,44.8,55.2,15:52,13:31,0:14,47,9,8,1,4,2,1,0.021,0.021,13
Jordan Staal,24,CAR,C,0.65,0.21,0.44,2.38,114,8.8,188,60.6,1.6,94.7,47.1,52.9,20:06,15:37,2:18,48,10,9,1,21,14,6,0.021,0.125,31
Chris Summers,24,PHX,D,0.00,0.00,0.00,0.83,5,0,9,55.6,-12.2,96.3,45.7,54.3,12:39,10:32,0:00,6,0,0,0,0,0,0,0.000,0.000,0
Bill Sweatt,24,VAN,LW,0.00,0.00,0.00,0.00,0,,1,0,,,77.8,22.2,12:24,12:24,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Jiri Tlusty,24,CAR,C,0.79,0.48,0.31,2.44,117,19.7,194,60.3,-3.8,104.4,58.5,41.5,18:15,14:38,2:37,48,23,19,4,15,11,4,0.083,0.083,38
Jonathan Toews,24,CHI,C,1.02,0.49,0.53,3.04,143,16.1,224,63.8,2.8,104.4,55.2,44.8,19:21,15:14,2:41,47,23,19,2,25,20,4,0.043,0.085,48
Yannick Weber,24,MTL,D,0.33,0.00,0.33,0.50,3,0,16,18.8,-2.4,96.3,37.1,62.9,13:45,11:45,1:40,6,0,0,0,2,1,1,0.000,0.167,2
Dale Weise,24,VAN,RW,0.15,0.08,0.08,0.88,35,8.6,55,63.6,-11.8,97,41.5,58.5,9:33,8:36,0:03,40,3,3,0,3,3,0,0.000,0.000,6
Jeremy Welsh,24,CAR,LW,0.20,0.00,0.20,0.80,4,0,6,66.7,-3.8,112.5,66.7,33.3,5:51,5:50,0:00,5,0,0,0,1,1,0,0.000,0.000,1
Ryan White,24,MTL,RW,0.04,0.04,0.00,0.62,16,6.3,40,40,-8.1,102,27.3,72.7,9:25,8:20,0:04,26,1,1,0,0,0,0,0.000,0.000,1
Tommy Wingels,24,SJS,C,0.31,0.12,0.19,1.64,69,7.2,104,65.4,-3.8,97.3,51,49,14:14,12:35,0:39,42,5,4,0,8,7,1,0.000,0.024,13
Justin Abdelkader,25,DET,LW,0.27,0.21,0.06,2.00,96,10.4,147,65.3,3.8,101,52.2,47.8,14:49,13:38,0:39,48,10,10,0,3,3,0,0.000,0.000,13
Nicklas Backstrom,25,WSH,C,1.00,0.17,0.83,1.71,82,9.8,156,52.6,3.6,103.2,50.3,49.7,19:54,14:48,3:34,48,8,5,3,40,25,15,0.063,0.313,48
Daniel Bang,25,NSH,RW,0.25,0.00,0.25,1.63,13,0,24,54.2,0.3,97.3,65.6,34.4,12:54,12:24,0:07,8,0,0,0,2,2,0,0.000,0.000,2
Jordie Benn,25,DAL,D,0.23,0.04,0.19,1.19,31,3.2,79,39.2,-0.1,99,49.1,50.9,17:19,13:51,1:28,26,1,0,1,5,5,0,0.038,0.000,6
Nicolas Blanchard,25,CAR,C,0.00,0.00,0.00,0.67,6,0,9,66.7,0.7,94.6,54.3,45.7,8:41,8:25,0:01,9,0,0,0,0,0,0,0.000,0.000,0
Derick Brassard,25,TOT,C,0.62,0.26,0.36,1.87,88,13.6,151,58.3,4.4,101.6,47.8,52.2,16:33,13:40,2:47,47,12,9,3,17,9,8,0.064,0.170,29
Justin Braun,25,SJS,D,0.17,0.00,0.17,1.17,48,0,139,34.5,-0.3,98.5,50.9,49.1,18:48,15:57,1:17,41,0,0,0,7,6,1,0.000,0.024,7
Bobby Butler,25,TOT,LW,0.32,0.12,0.21,1.21,41,9.8,70,58.6,1.9,96.5,55.9,44.1,10:48,9:02,1:44,34,4,3,1,7,4,3,0.029,0.088,11
Rich Clune,25,NSH,LW,0.19,0.09,0.11,0.98,46,8.7,75,60,-0.8,101.4,50,50,9:24,9:17,0:05,47,4,4,0,5,5,0,0.000,0.000,9
Cal Clutterbuck,25,MIN,RW,0.24,0.10,0.14,2.07,87,4.6,149,58.4,-2.2,97.1,41.4,58.6,13:44,12:03,0:03,42,4,4,0,6,5,0,0.000,0.000,10
Andrew Cogliano,25,ANA,C,0.48,0.27,0.21,1.65,79,16.5,139,56.1,4.2,103.6,44.9,55.1,15:22,13:37,0:09,48,13,11,0,10,10,0,0.000,0.000,23
Sidney Crosby,25,PIT,C,1.56,0.42,1.14,3.44,124,12.1,203,61.1,8.3,106.4,47.3,52.7,21:06,16:02,4:21,36,15,12,3,41,27,14,0.083,0.389,56
Steve Downie,25,COL,RW,0.50,0.00,0.50,1.00,2,0,4,50,-0.6,112.5,40,60,8:54,7:42,1:11,2,0,0,0,1,1,0,0.000,0.000,1
Mark Fayne,25,NJD,D,0.19,0.03,0.16,1.10,34,2.9,84,40.5,1.4,100.1,46.4,53.6,18:06,15:30,0:07,31,1,0,0,5,5,0,0.000,0.000,6
Benn Ferriero,25,NYR,C,0.25,0.00,0.25,1.00,4,0,9,44.4,11.8,94.5,57.9,42.1,9:37,8:59,0:26,4,0,0,0,1,1,0,0.000,0.000,1
Joe Finley,25,NYI,D,0.06,0.00,0.06,0.13,2,0,13,15.4,-8.3,94.8,50.5,49.5,11:57,11:42,0:00,16,0,0,0,1,1,0,0.000,0.000,1
Nick Foligno,25,CBJ,LW,0.42,0.13,0.29,1.53,69,8.7,112,61.6,0.6,102.5,48.9,51.1,16:31,14:27,1:58,45,6,5,1,13,11,2,0.022,0.044,19
Cody Franson,25,TOR,D,0.64,0.09,0.56,1.56,70,5.7,136,51.5,1.1,103.9,46.3,53.7,18:47,15:03,2:49,45,4,1,3,25,15,10,0.067,0.222,29
Matt Frattin,25,TOR,RW,0.52,0.28,0.24,1.68,42,16.7,79,53.2,3.1,106.1,43.8,56.2,13:14,12:38,0:34,25,7,7,0,6,6,0,0.000,0.000,13
Nathan Gerbe,25,BUF,C,0.24,0.12,0.12,1.52,64,7.8,110,58.2,-4.2,99.9,50.2,49.8,12:30,11:27,0:54,42,5,4,0,5,5,0,0.000,0.000,10
Claude Giroux,25,PHI,RW,1.00,0.27,0.73,2.85,137,9.5,266,51.5,3.1,97.9,47.1,52.9,21:10,15:46,3:40,48,13,6,6,35,20,15,0.125,0.313,48
Michael Grabner,25,NYI,RW,0.47,0.36,0.11,2.40,108,14.8,167,64.7,-0.8,99.6,48.9,51.1,14:48,11:57,0:30,45,16,13,2,5,4,1,0.044,0.022,21
Marc-Andre Gragnani,25,CAR,LW,0.00,0.00,0.00,0.00,0,,0,,,100,100,0,7:53,7:53,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Martin Hanzal,25,PHX,C,0.59,0.28,0.31,2.38,93,11.8,170,54.7,1.6,100.6,62,38,18:32,14:48,2:57,39,11,7,4,12,8,3,0.103,0.077,23
Niklas Hjalmarsson,25,CHI,D,0.22,0.04,0.17,0.93,43,4.7,99,43.4,-2.9,102.1,47.9,52.1,20:54,18:06,0:05,46,2,2,0,8,8,0,0.000,0.000,10
Nick Holden,25,CBJ,D,0.00,0.00,0.00,1.00,2,0,2,100,13.7,105.7,72.7,27.3,8:35,8:34,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Matt Irwin,25,SJS,D,0.32,0.16,0.16,2.08,79,7.6,176,44.9,5.3,98.2,54,46,19:06,17:09,1:45,38,6,2,4,6,5,1,0.105,0.026,12
Jesse Joensuu,25,NYI,RW,0.29,0.00,0.29,2.14,15,0,18,83.3,-4.9,104.3,45.7,54.3,10:08,10:07,0:01,7,0,0,0,2,2,0,0.000,0.000,2
Derek Joslin,25,VAN,D,0.00,0.00,0.00,1.00,2,0,4,50,-12.4,93.1,40.9,59.1,17:00,15:51,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Phil Kessel,25,TOR,RW,1.08,0.42,0.67,3.35,161,12.4,313,51.4,3.2,101.7,48.8,51.2,19:49,16:27,3:18,48,20,14,6,32,17,15,0.125,0.313,52
Jakub Kindl,25,DET,D,0.32,0.10,0.22,1.85,76,5.3,157,48.4,4.1,103.8,59.4,40.6,18:33,15:40,2:36,41,4,3,1,9,7,2,0.024,0.049,13
Anze Kopitar,25,LAK,C,0.89,0.21,0.68,2.09,98,10.2,178,55.1,8.6,100.4,56.1,43.9,20:29,16:12,2:46,47,10,10,0,32,16,16,0.000,0.340,42
Sergei Kostitsyn,25,NSH,LW,0.33,0.07,0.26,0.91,42,7.1,107,39.3,0.4,99,51.4,48.6,16:43,13:45,1:43,46,3,2,1,12,10,2,0.022,0.043,15
Guillaume Latendresse,25,OTT,RW,0.37,0.22,0.15,1.96,53,11.3,97,53.6,0,98.3,56.9,43.1,14:48,12:44,2:03,27,6,5,1,4,4,0,0.037,0.000,10
Brian Lee,25,TBL,D,0.00,0.00,0.00,0.59,13,0,34,38.2,-1.4,93.1,43.8,56.3,13:55,13:35,0:00,22,0,0,0,0,0,0,0.000,0.000,0
Kris Letang,25,PIT,D,1.09,0.14,0.94,2.71,95,5.3,184,51.6,8.5,103.3,48.7,51.3,25:38,18:48,4:37,35,5,4,1,33,21,12,0.029,0.343,38
Bryan Little,25,WPG,C,0.67,0.15,0.52,1.75,84,8.3,142,59.2,-2.2,101.8,44.7,55.3,19:48,15:42,2:32,48,7,5,2,25,21,3,0.042,0.063,32
Alec Martinez,25,LAK,D,0.19,0.04,0.15,1.11,30,3.3,68,44.1,4.6,96.1,63.5,36.5,16:01,14:02,1:15,27,1,1,0,4,3,1,0.000,0.037,5
Frazer McLaren,25,TOT,LW,0.14,0.08,0.06,0.56,20,15,26,76.9,-8,104.1,55.4,44.6,5:12,5:08,0:03,36,3,3,0,2,2,0,0.000,0.000,5
Brendan Mikkelson,25,TBL,D,0.25,0.00,0.25,0.00,0,,2,0,,109.7,27.3,72.7,9:46,9:34,0:11,4,0,0,0,1,1,0,0.000,0.000,1
Jan Mursak,25,DET,LW,0.00,0.00,0.00,0.00,0,,0,,11.8,100,25,75,5:39,5:34,0:04,2,0,0,0,0,0,0,0.000,0.000,0
James Neal,25,PIT,LW,0.90,0.53,0.38,3.40,136,15.4,249,54.6,5.7,101.3,59,41,17:28,13:27,3:59,40,21,12,9,15,8,7,0.225,0.175,36
Andreas Nodl,25,CAR,RW,0.13,0.00,0.13,0.75,6,0,11,54.5,-3,93.5,61.1,38.9,8:28,8:15,0:01,8,0,0,0,1,1,0,0.000,0.000,1
Mark Olver,25,COL,C,0.19,0.13,0.06,1.03,33,12.1,49,67.3,-0.4,96.9,58.1,41.9,9:03,8:41,0:16,32,4,4,0,2,2,0,0.000,0.000,6
Theo Peckham,25,EDM,D,0.00,0.00,0.00,0.50,2,0,8,25,-5.5,98,50,50,17:38,15:49,0:08,4,0,0,0,0,0,0,0.000,0.000,0
Matt Pelech,25,SJS,D,0.00,0.00,0.00,0.00,0,,0,,,100,50,50,9:03,8:59,0:00,2,0,0,0,0,0,0,0.000,0.000,0
Mathieu Perreault,25,WSH,C,0.44,0.15,0.28,1.21,47,12.8,88,53.4,5.6,104,51.4,48.6,11:40,10:26,1:11,39,6,4,2,11,10,1,0.051,0.026,17
Jeff Petry,25,EDM,D,0.25,0.06,0.19,1.38,66,4.5,141,46.8,-4,101.6,49.5,50.5,21:55,17:57,0:35,48,3,2,0,9,9,0,0.000,0.000,12
Tom Pyatt,25,TBL,C,0.37,0.19,0.19,1.40,60,13.3,100,60,-2.6,103,45.2,54.8,13:35,11:32,0:12,43,8,8,0,8,8,0,0.000,0.000,16
Kris Russell,25,STL,D,0.21,0.03,0.18,1.24,41,2.4,78,52.6,-2,101.8,56.3,43.7,16:03,14:52,0:36,33,1,0,1,6,5,1,0.030,0.030,7
Bobby Ryan,25,ANA,RW,0.65,0.24,0.41,2.20,101,10.9,185,54.6,2,101.8,53.4,46.6,16:35,14:34,1:57,46,11,9,2,19,15,4,0.043,0.087,30
David Schlemko,25,PHX,D,0.20,0.03,0.17,1.17,35,2.9,82,42.7,-4.6,103.9,56.1,43.9,17:13,13:55,1:51,30,1,1,0,5,5,0,0.000,0.000,6
Eric Selleck,25,FLA,LW,0.50,0.00,0.50,1.00,2,0,4,50,,128.6,76.9,23.1,7:55,7:55,0:00,2,0,0,0,1,1,0,0.000,0.000,1
Tom Sestito,25,TOT,LW,0.10,0.10,0.00,0.47,14,21.4,25,56,-10.1,99.4,33.3,66.7,6:26,6:25,0:00,30,3,3,0,0,0,0,0.000,0.000,3
Jack Skille,25,FLA,RW,0.30,0.08,0.23,1.73,69,4.3,119,58,-1.4,97.4,47.8,52.2,13:19,11:59,0:14,40,3,3,0,9,9,0,0.000,0.000,12
Vladimir Sobotka,25,STL,C,0.40,0.17,0.23,1.44,69,11.6,117,59,3.8,97.5,48.6,51.4,15:27,12:42,0:45,48,8,7,1,11,8,3,0.021,0.063,19
Chris Stewart,25,STL,RW,0.75,0.38,0.38,2.02,97,18.6,158,61.4,-4,101.2,54.6,45.4,15:49,13:28,2:19,48,18,12,6,18,12,6,0.125,0.125,36
Brian Strait,25,NYI,D,0.21,0.00,0.21,0.68,13,0,30,43.3,-2.6,102.6,57.6,42.4,17:09,15:30,0:03,19,0,0,0,4,4,0,0.000,0.000,4
Ben Street,25,CGY,C,0.17,0.00,0.17,2.17,13,0,23,56.5,-6.2,93.2,43.9,56.1,13:37,12:07,0:28,6,0,0,0,1,0,0,0.000,0.000,1
Brett Sutter,25,CAR,C,0.00,0.00,0.00,0.67,2,0,3,66.7,-14.9,94.7,53.8,46.2,8:21,8:14,0:06,3,0,0,0,0,0,0,0.000,0.000,0
Chris VandeVelde,25,EDM,C,0.00,0.00,0.00,0.64,7,0,9,77.8,-12,93,57.1,42.9,7:03,6:02,0:00,11,0,0,0,0,0,0,0.000,0.000,0
Marc-Edouard Vlasic,25,SJS,D,0.15,0.06,0.08,1.23,59,5.1,138,42.8,4.5,100.1,46.5,53.5,20:49,18:08,0:31,48,3,3,0,4,4,0,0.000,0.000,7
Mike Weber,25,BUF,D,0.17,0.02,0.14,0.60,25,4,59,42.4,-7.3,102.8,45.9,54.1,18:22,15:29,0:04,42,1,1,0,6,5,0,0.000,0.000,7
Ryan Wilson,25,COL,D,0.25,0.00,0.25,1.92,23,0,46,50,3.6,102.2,52.1,47.9,18:30,14:55,0:32,12,0,0,0,3,3,0,0.000,0.000,3
Harry Zolnierczyk,25,PHI,LW,0.14,0.00,0.14,0.57,4,0,9,44.4,-20.8,101.7,52.4,47.6,7:22,7:19,0:03,7,0,0,0,1,1,0,0.000,0.000,1
Mats Zuccarello,25,NYR,LW,0.53,0.20,0.33,1.80,27,11.1,52,51.9,13.6,104.9,63.9,36.1,16:25,14:00,2:24,15,3,3,0,5,3,1,0.000,0.067,8
Cam Barker,26,VAN,D,0.14,0.00,0.14,1.36,19,0,36,52.8,-3.9,97,55.9,44.1,14:12,13:31,0:21,14,0,0,0,2,2,0,0.000,0.000,2
Stu Bickel,26,NYR,D,0.00,0.00,0.00,0.13,2,0,6,33.3,-12.9,96.2,40.5,59.5,5:31,5:30,0:00,16,0,0,0,0,0,0,0.000,0.000,0
Bryan Bickell,26,CHI,LW,0.48,0.19,0.29,1.71,82,11,149,55,0.1,103.3,58.1,41.9,12:48,12:30,0:17,48,9,9,0,14,14,0,0.000,0.000,23
Mike Blunden,26,MTL,RW,0.00,0.00,0.00,1.00,5,0,7,71.4,-12.7,98.6,39.1,60.9,8:21,8:17,0:00,5,0,0,0,0,0,0,0.000,0.000,0
Jared Boll,26,CBJ,RW,0.14,0.05,0.09,0.44,19,10.5,39,48.7,-7.3,103.5,46,54,8:05,8:01,0:03,43,2,2,0,4,4,0,0.000,0.000,6
Dave Bolland,26,CHI,C,0.40,0.20,0.20,1.31,46,15.2,75,61.3,-11,97.8,49,51,16:20,12:58,2:28,35,7,6,1,7,4,2,0.029,0.057,14
Brandon Bollig,26,CHI,LW,0.00,0.00,0.00,1.36,34,0,54,63,2.8,97.6,61,39,8:01,7:54,0:04,25,0,0,0,0,0,0,0.000,0.000,0
Patrick Bordeleau,26,COL,LW,0.11,0.04,0.07,0.52,24,8.3,40,60,-4.8,97.2,61.1,38.9,6:13,6:10,0:01,46,2,2,0,3,3,0,0.000,0.000,5
Tyler Bozak,26,TOR,C,0.61,0.26,0.35,1.33,61,19.7,115,53,2.4,102,44.4,55.6,20:19,15:41,2:58,46,12,7,4,16,11,5,0.087,0.109,28
Damien Brunner,26,DET,C,0.59,0.27,0.32,2.80,123,9.8,232,53,2.6,98.4,59.1,40.9,15:35,12:36,2:58,44,12,9,3,14,7,7,0.068,0.159,26
Chris Butler,26,CGY,D,0.18,0.02,0.16,0.91,40,2.5,77,51.9,-5.3,97.7,45.7,54.3,17:02,15:04,0:03,44,1,0,0,7,7,0,0.000,0.000,8
Kyle Chipchura,26,PHX,C,0.30,0.11,0.20,0.80,37,13.5,60,61.7,-1.7,100.4,57.3,42.7,9:42,9:30,0:09,46,5,5,0,9,9,0,0.000,0.000,14
Blake Comeau,26,TOT,RW,0.29,0.14,0.14,1.14,48,12.5,95,50.5,-2,98.4,50.9,49.1,12:10,10:52,0:03,42,6,5,0,6,6,0,0.000,0.000,12
Erik Condra,26,OTT,RW,0.25,0.08,0.17,1.52,73,5.5,127,57.5,3,99.4,51.9,48.1,13:10,11:01,0:02,48,4,4,0,8,8,0,0.000,0.000,12
Matt D'Agostini,26,TOT,RW,0.21,0.10,0.10,1.14,33,9.1,64,51.6,0.9,95.7,56.4,43.6,12:19,11:13,1:05,29,3,3,0,3,2,1,0.000,0.034,6
David Desharnais,26,MTL,C,0.58,0.21,0.38,1.38,66,15.2,105,62.9,5.6,96,62.6,37.4,16:28,13:27,2:53,48,10,8,2,18,13,5,0.042,0.104,28
Andrew Desjardins,26,SJS,C,0.07,0.05,0.02,1.21,51,3.9,86,58.1,-1.5,97.9,44.7,55.3,10:07,8:56,0:01,42,2,2,0,1,1,0,0.000,0.000,3
Derek Dorsett,26,CBJ,RW,0.38,0.13,0.25,1.58,38,7.9,58,65.5,-1.1,97.6,40.7,59.3,15:59,13:48,0:20,24,3,3,0,6,6,0,0.000,0.000,9
Nick Drazenovic,26,CBJ,C,0.00,0.00,0.00,0.63,5,0,10,50,6.1,92.8,43.8,56.3,9:56,8:54,0:04,8,0,0,0,0,0,0,0.000,0.000,0
Brandon Dubinsky,26,CBJ,C,0.69,0.07,0.62,1.72,50,4,90,55.6,8.7,101.6,51.7,48.3,18:24,13:30,2:24,29,2,1,1,18,11,6,0.034,0.207,20
Alexander Edler,26,VAN,D,0.49,0.18,0.31,2.51,113,7.1,252,44.8,-1.8,99.5,56.9,43.1,23:51,18:16,3:34,45,8,3,5,14,9,5,0.111,0.111,22
Alexei Emelin,26,MTL,D,0.32,0.08,0.24,0.87,33,9.1,103,32,-0.3,100.8,50.9,49.1,19:40,17:20,0:08,38,3,3,0,9,9,0,0.000,0.000,12
Mark Fistric,26,EDM,D,0.24,0.00,0.24,0.36,9,0,32,28.1,2,102.2,44.8,55.2,15:20,13:10,0:03,25,0,0,0,6,6,0,0.000,0.000,6
Mark Fraser,26,TOR,D,0.18,0.00,0.18,0.73,33,0,91,36.3,-0.4,107.9,40.3,59.7,16:57,14:53,0:02,45,0,0,0,8,8,0,0.000,0.000,8
Aaron Gagnon,26,WPG,C,0.30,0.30,0.00,1.10,11,27.3,17,64.7,0.8,106.3,35.6,64.4,8:09,7:23,0:11,10,3,3,0,0,0,0,0.000,0.000,3
Colin Greening,26,OTT,C,0.40,0.17,0.23,1.70,80,10,149,53.7,0.5,101.1,54.2,45.8,14:44,12:58,0:59,47,8,6,2,11,9,2,0.043,0.043,19
Carl Gunnarsson,26,TOR,D,0.41,0.03,0.38,0.76,28,3.6,63,44.4,-0.6,103.3,39,61,21:17,17:55,0:45,37,1,1,0,14,14,0,0.000,0.000,15
Micheal Haley,26,NYR,C,0.00,0.00,0.00,0.44,4,0,5,80,-10.1,94.4,43.5,56.5,6:38,6:36,0:01,9,0,0,0,0,0,0,0.000,0.000,0
Jannik Hansen,26,VAN,LW,0.57,0.21,0.36,2.11,99,10.1,176,56.3,-4.1,104,52.3,47.7,17:33,13:42,1:40,47,10,9,1,17,15,2,0.021,0.043,27
Darren Helm,26,DET,C,0.00,0.00,0.00,1.00,1,0,4,25,-1.7,100,50,50,12:27,6:57,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Kevin Henderson,26,NSH,LW,0.25,0.25,0.00,0.75,3,33.3,7,42.9,-28.7,98.2,32.1,67.9,14:42,13:55,0:21,4,1,1,0,0,0,0,0.000,0.000,1
Patric Hornqvist,26,NSH,RW,0.58,0.17,0.42,3.63,87,4.6,129,67.4,6.8,98,52.5,47.5,16:14,13:25,2:48,24,4,0,4,10,7,3,0.167,0.125,14
Jack Johnson,26,CBJ,D,0.43,0.11,0.32,2.18,96,5.2,196,49,-4,101.1,44.6,55.4,25:58,19:33,3:37,44,5,2,3,14,9,5,0.068,0.114,19
Blair Jones,26,CGY,C,0.07,0.00,0.07,1.47,22,0,33,66.7,-11.6,92.9,45.2,54.8,10:45,10:04,0:00,15,0,0,0,1,1,0,0.000,0.000,1
Patrick Kaleta,26,BUF,RW,0.03,0.03,0.00,1.00,34,2.9,51,66.7,-5.6,98.1,45.9,54.1,10:48,8:34,0:04,34,1,1,0,0,0,0,0.000,0.000,1
Matt Kassian,26,OTT,LW,0.07,0.07,0.00,0.40,6,16.7,16,37.5,5.5,99.8,59.2,40.8,6:23,6:22,0:00,15,1,1,0,0,0,0,0.000,0.000,1
Tim Kennedy,26,SJS,LW,0.15,0.15,0.00,1.85,24,8.3,38,63.2,0.3,97.9,55.6,44.4,13:35,12:28,1:05,13,2,2,0,0,0,0,0.000,0.000,2
Tyler Kennedy,26,PIT,C,0.24,0.13,0.11,2.17,100,6,169,59.2,1,96.8,51.6,48.4,12:28,11:18,1:07,46,6,5,1,5,3,2,0.022,0.043,11
Rob Klinkhammer,26,PHX,LW,0.50,0.23,0.27,1.55,34,14.7,58,58.6,4.4,104.7,32.2,67.8,12:14,11:54,0:11,22,5,4,1,6,6,0,0.045,0.000,11
Leo Komarov,26,TOR,C,0.21,0.10,0.12,1.21,51,7.8,96,53.1,0.1,100.9,42.6,57.4,13:56,11:57,0:10,42,4,4,0,5,5,0,0.000,0.000,9
Lauri Korpikoski,26,PHX,LW,0.31,0.17,0.14,2.31,83,7.2,152,53.9,-4.6,98.9,44.1,55.9,17:07,13:31,1:22,36,6,5,1,5,4,1,0.028,0.028,11
David Krejci,26,BOS,C,0.70,0.21,0.49,1.98,93,10.8,173,53.8,1.9,98.8,53.1,46.9,18:30,15:59,2:11,47,10,10,0,23,16,7,0.000,0.149,33
Nikolai Kulemin,26,TOR,LW,0.48,0.15,0.33,1.50,72,9.7,131,55,-5.8,102.7,35.6,64.4,16:44,14:07,0:25,48,7,7,0,16,16,0,0.000,0.000,23
Pierre-Cedric Labrie,26,TBL,LW,0.16,0.11,0.05,0.84,16,12.5,35,45.7,0.9,103.5,41.7,58.3,8:33,8:32,0:00,19,2,2,0,1,1,0,0.000,0.000,3
Trevor Lewis,26,LAK,C,0.29,0.10,0.19,1.92,92,5.4,146,63,-1.4,99.9,49.7,50.3,15:12,12:33,0:48,48,5,4,0,9,8,0,0.000,0.000,14
Andrew MacDonald,26,NYI,D,0.25,0.06,0.19,0.94,45,6.7,112,40.2,-5.4,99,45.9,54.1,23:31,19:13,1:30,48,3,2,1,9,7,2,0.021,0.042,12
Evgeni Malkin,26,PIT,C,1.06,0.29,0.77,3.19,99,9.1,193,51.3,9.2,100.2,63.4,36.6,19:42,15:11,4:28,31,9,5,4,24,10,14,0.129,0.452,33
Adam McQuaid,26,BOS,D,0.13,0.03,0.09,0.81,26,3.8,63,41.3,-5.6,98.5,54.3,45.7,14:18,13:39,0:00,32,1,1,0,3,2,0,0.000,0.000,4
Chris Mueller,26,NSH,C,0.28,0.11,0.17,1.22,22,9.1,31,71,-4.9,95.5,32.4,67.6,10:42,10:17,0:03,18,2,2,0,3,3,0,0.000,0.000,5
Nikita Nikitin,26,CBJ,D,0.24,0.08,0.16,1.58,60,5,143,42,1.3,101.8,47.6,52.4,21:12,16:58,1:52,38,3,2,1,6,5,1,0.026,0.026,9
Matt Niskanen,26,PIT,D,0.35,0.10,0.25,1.68,67,6,153,43.8,4.2,101.1,49.5,50.5,20:21,17:13,2:00,40,4,4,0,10,8,2,0.000,0.050,14
Steven Oleksy,26,WSH,D,0.32,0.04,0.29,0.89,25,4,70,35.7,3.4,104.5,45.7,54.3,17:16,15:29,0:07,28,1,1,0,8,8,0,0.000,0.000,9
T.J. Oshie,26,STL,C,0.67,0.23,0.43,2.17,65,10.8,130,50,0.1,96.2,46,54,19:06,14:57,2:29,30,7,4,2,13,4,8,0.067,0.267,20
Roman Polak,26,STL,D,0.13,0.02,0.10,0.81,39,2.6,100,39,-3,98.8,47.1,52.9,18:25,16:24,0:02,48,1,1,0,5,5,0,0.000,0.000,6
Kevin Porter,26,BUF,RW,0.29,0.13,0.16,1.19,37,10.8,63,58.7,-2.3,100.4,49.3,50.7,15:14,13:15,0:30,31,4,3,0,5,4,0,0.000,0.000,9
Benoit Pouliot,26,TBL,LW,0.59,0.24,0.35,1.76,60,13.3,99,59.6,4.5,104.2,49.8,50.2,13:14,11:25,1:46,34,8,8,0,12,9,3,0.000,0.088,20
Nate Prosser,26,MIN,D,0.00,0.00,0.00,0.29,5,0,14,35.7,-1.6,105.9,41.9,58.1,11:15,10:29,0:01,17,0,0,0,0,0,0,0.000,0.000,0
Matt Read,26,PHI,RW,0.57,0.26,0.31,1.71,72,15.3,119,60.5,0.1,101.4,47.2,52.8,18:01,14:06,1:50,42,11,10,1,13,11,2,0.024,0.048,24
Ryan Reaves,26,STL,RW,0.14,0.09,0.05,0.56,24,16.7,34,70.6,0.6,100.8,46.3,53.7,7:27,7:25,0:01,43,4,4,0,2,2,0,0.000,0.000,6
Peter Regin,26,OTT,C,0.11,0.00,0.11,1.37,37,0,64,57.8,3.4,96.1,51,49,11:31,9:37,0:21,27,0,0,0,3,3,0,0.000,0.000,3
Jon Rheault,26,FLA,RW,0.00,0.00,0.00,1.00,5,0,7,71.4,4.7,97.2,36.8,63.2,10:34,10:23,0:08,5,0,0,0,0,0,0,0.000,0.000,0
Jeff Schultz,26,WSH,D,0.12,0.00,0.12,0.46,12,0,35,34.3,-1.7,96.7,44.5,55.5,14:15,12:47,0:00,26,0,0,0,3,3,0,0.000,0.000,3
Andrej Sekera,26,BUF,D,0.32,0.05,0.27,0.89,33,6.1,85,38.8,-5.1,101.2,47,53,21:12,18:17,1:03,37,2,2,0,10,9,0,0.000,0.000,12
Devin Setoguchi,26,MIN,RW,0.56,0.27,0.29,2.02,97,13.4,168,57.7,-4.1,102.7,49.1,50.9,14:26,12:27,1:58,48,13,8,5,14,13,1,0.104,0.021,27
Ladislav Smid,26,EDM,D,0.08,0.02,0.06,0.63,30,3.3,72,41.7,-4.5,101,47.5,52.5,20:19,17:03,0:03,48,1,1,0,3,2,0,0.000,0.000,4
Marc Staal,26,NYR,D,0.52,0.10,0.43,0.95,20,10,71,28.2,-3.6,101.4,57,43,24:27,20:16,1:02,21,2,1,1,9,7,2,0.048,0.095,11
Anton Stralman,26,NYR,D,0.15,0.08,0.06,1.38,66,6.1,149,44.3,6.6,101.1,56.9,43.1,18:03,16:01,1:04,48,4,4,0,3,3,0,0.000,0.000,7
Matt Taormina,26,TBL,D,0.00,0.00,0.00,0.00,0,,2,0,,92.9,65,35,16:39,15:52,0:46,2,0,0,0,0,0,0,0.000,0.000,0
