,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Tyler Johnson,24,TBL,C,0.57,0.24,0.33,1.68,203,14.3,321,59.5,1.7,104.1,54.8,45.2,17:14,16:24,0:03,77,29,21,8,43,34,9,0.104,0.117,72
Josh Jooris,24,CGY,RW,0.94,0.38,0.56,2.64,89,13.5,168,54.2,1.4,100.7,51.3,48.7,14:30,13:17,2:09,60,12,8,4,12,11,1,0.067,0.017,24
Michal Jordan,24,CAR,D,0.4,0.2,0.2,1.48,44,4.5,85,51.8,-0.6,95.9,60.1,39.9,15:57,12:48,3:13,38,2,0,2,4,4,0,0.053,0,6
Roman Josi,24,NSH,D,0.16,0.05,0.11,1.16,201,7.5,383,52.5,-4.6,101.4,46.3,53.7,26:28,18:22,1:44,81,15,12,3,40,25,12,0.037,0.148,55
Nazem Kadri,24,TOR,C,0.68,0.19,0.49,2.48,176,10.2,327,53.8,5.1,100,45.8,54.2,17:36,14:17,0:59,73,18,14,3,21,17,4,0.041,0.055,39
Erik Karlsson,24,OTT,D,0.53,0.25,0.29,2.41,292,7.2,564,51.8,4.9,100.9,53.3,46.7,27:15,16:52,1:55,82,21,15,6,45,21,24,0.073,0.293,66
Melker Karlsson,24,SJS,C,0.8,0.26,0.55,3.56,100,13,174,57.5,4.4,98.1,50.6,49.4,15:26,16:58,2:40,53,13,12,1,11,11,0,0.019,0,24
Zack Kassian,24,VAN,RW,0.45,0.25,0.21,1.89,55,18.2,92,59.8,-1,97.4,52.7,47.3,12:37,18:25,0:05,42,10,9,1,6,6,0,0.024,0,16
Carl Klingberg,24,WPG,LW,0.38,0.24,0.14,1.31,0,,0,,1.4,80,60,40,3:19,9:51,0:05,2,0,0,0,0,0,0,0,0,0
Corban Knight,24,CGY,C,0,0,0,0,2,0,4,50,4,100,83.3,16.7,6:24,16:21,1:59,2,0,0,0,0,0,0,0,0,0
Brandon Kozun,24,TOR,RW,0,0,0,1,8,25,16,50,-2.7,98,48.6,51.4,7:55,18:25,0:58,20,2,2,0,2,2,0,0,0,4
Marcus Kruger,24,CHI,C,0.2,0.1,0.1,0.4,126,5.6,190,65.8,-1.8,98.2,24.1,75.9,13:05,12:46,2:13,81,7,7,0,10,10,0,0,0,17
Dmitry Kulikov,24,FLA,D,0.21,0.09,0.12,1.56,83,3.6,183,45.4,-2.1,99.5,43.4,56.6,21:19,19:43,2:42,73,3,2,1,19,13,5,0.014,0.068,22
Brian Lashoff,24,DET,D,0.3,0.04,0.26,1.14,7,0,12,58.3,-0.8,106.8,68.3,31.7,13:17,16:58,0:00,11,0,0,0,2,2,0,0,0,2
Anders Lee,24,NYI,C,0.18,0,0.18,0.64,197,12.7,303,65,2.1,99.1,58.7,41.3,14:24,17:31,1:25,76,25,20,5,16,15,1,0.066,0.013,41
Matt Lindblad,24,BOS,C,0.54,0.33,0.21,2.59,3,0,5,60,20.4,100,64.3,35.7,7:46,12:32,0:00,2,0,0,0,0,0,0,0,0,0
Andrew MacWilliam,24,TOR,D,0,0,0,1.5,5,0,13,38.5,-8.4,94.8,38.7,61.3,15:24,10:50,1:50,12,0,0,0,2,2,0,0,0,2
Brandon Manning,24,PHI,D,0.17,0,0.17,0.42,10,0,24,41.7,4.2,101.9,45.7,54.3,17:10,16:48,2:40,11,0,0,0,3,3,0,0,0,3
Jon Marchessault,24,TBL,C,0.27,0,0.27,0.91,3,33.3,5,60,1.6,110,25,75,11:57,7:22,0:00,2,1,1,0,0,0,0,0,0,1
Tye McGinn,24,TOT,LW,0.14,0.04,0.1,1.18,60,3.3,119,50.4,-1.8,100,50.2,49.8,10:06,9:25,0:00,51,2,2,0,5,5,0,0,0,7
Brandon McMillan,24,TOT,C,0.07,0.02,0.05,0.88,51,2,102,50,-1.9,93.8,35.4,64.6,10:28,14:26,0:00,58,1,1,0,3,3,0,0,0,4
Brayden McNabb,24,LAK,D,0.34,0.03,0.31,1.04,74,2.7,197,38.1,3.8,100.4,59.7,40.3,15:54,19:52,3:10,71,2,2,0,22,17,5,0,0.07,24
Jayson Megna,24,PIT,C,0.08,0,0.08,1.08,13,0,23,56.5,-7,98.5,37.1,62.9,11:02,16:51,0:23,12,0,0,0,1,1,0,0,0,1
John Moore,24,TOT,D,0.19,0.04,0.16,1.35,77,2.6,181,42.5,1.7,100.2,57.8,42.2,16:18,14:54,1:57,57,2,2,0,9,5,4,0,0.07,11
Tyler Myers,24,TOT,D,0.39,0.1,0.3,1.75,124,5.6,220,56.4,-3.7,101.7,41,59,24:38,14:59,0:33,71,7,5,2,21,15,4,0.028,0.056,28
Eric O'Dell,24,WPG,C,0.09,0,0.09,0.55,6,0,15,40,7.3,99.8,72.2,27.8,7:26,12:49,0:25,11,0,0,0,1,1,0,0,0,1
Dylan Olsen,24,FLA,D,0.18,0.05,0.14,1,44,4.5,91,48.4,-4.7,98.6,48.7,51.3,15:54,7:30,0:00,44,2,2,0,6,5,1,0,0.023,8
Greg Pateryn,24,MTL,D,0,0,0,0.59,10,0,21,47.6,4.7,99.9,45.6,54.4,12:39,14:33,2:50,17,0,0,0,0,0,0,0,0,0
Dalton Prout,24,CBJ,D,0.13,0,0.13,1.02,64,0,130,49.2,-1,98.3,44.7,55.3,18:25,12:43,2:12,63,0,0,0,8,8,0,0,0,8
Zac Rinaldo,24,PHI,C,0.1,0.02,0.09,0.78,45,2.2,76,59.2,-5.8,97.4,49,51,8:55,15:29,2:23,58,1,1,0,5,5,0,0,0,6
Colby Robak,24,TOT,D,0.08,0,0.08,0.67,8,0,16,50,3.6,102.5,55.6,44.4,13:55,12:39,0:29,12,0,0,0,1,1,0,0,0,1
Chad Ruhwedel,24,BUF,D,0.25,0,0.25,1,4,0,6,66.7,11.2,113,56.3,43.8,12:28,16:03,2:52,4,0,0,0,1,1,0,0,0,1
David Rundblad,24,CHI,D,0.29,0.06,0.22,1.18,58,5.2,137,42.3,4,104.6,68.2,31.8,12:48,13:22,0:17,49,3,3,0,11,10,1,0,0.02,14
David Savard,24,CBJ,D,0.44,0.13,0.3,1.37,112,9.8,248,45.2,-1.4,101,43,57,22:57,16:15,0:04,82,11,8,3,25,18,7,0.037,0.085,36
Marco Scandella,24,MIN,D,0.36,0.17,0.19,1.75,112,9.8,253,44.3,1.2,100.1,41.6,58.4,21:43,11:02,0:58,64,11,10,1,12,7,4,0.016,0.063,23
Tim Schaller,24,BUF,C,0.11,0.06,0.06,1.06,19,5.3,26,73.1,-4.2,95.6,27.9,72.1,11:21,17:18,2:00,18,1,1,0,1,1,0,0,0,2
Jordan Schroeder,24,MIN,C,0.32,0.12,0.2,1.92,48,6.3,65,73.8,3.8,105.3,48.3,51.7,10:51,11:15,1:17,25,3,3,0,5,5,0,0,0,8
Justin Schultz,24,EDM,D,0.38,0.07,0.31,1.51,122,4.9,301,40.5,3.7,98,63.1,36.9,22:37,12:39,2:23,81,6,6,0,25,13,12,0,0.148,31
Brendan Shinnimin,24,ARI,C,0.08,0,0.08,0.83,10,0,23,43.5,-1.6,98.3,60.7,39.3,11:02,16:10,2:05,12,0,0,0,1,1,0,0,0,1
Drew Shore,24,CGY,C,0.27,0.09,0.18,1.18,13,7.7,26,65.4,-4.6,96.6,36.1,63.9,10:40,16:24,0:46,11,1,1,0,2,2,0,0,0,3
Jakob Silfverberg,24,ANA,RW,0.48,0.16,0.32,2.33,189,6.9,334,56.6,0.7,101.9,49.4,50.6,15:40,11:41,2:45,81,13,10,2,26,22,2,0.025,0.025,39
Steven Stamkos,24,TBL,C,0.88,0.52,0.35,3.27,268,16,481,52.8,0.8,100.1,59.9,40.1,19:22,10:28,0:00,82,43,30,13,29,17,12,0.159,0.146,72
Derek Stepan,24,NYR,C,0.81,0.24,0.57,2.28,155,10.3,260,58.5,-5,106,50.9,49.1,18:11,20:49,3:05,68,16,11,3,39,29,7,0.044,0.103,55
Michael Stone,24,ARI,D,0.22,0.04,0.19,1.78,144,2.1,332,43.4,0.5,97.5,53.4,46.6,20:52,17:43,2:43,81,3,3,0,15,10,5,0,0.062,18
Andrej Sustr,24,TBL,D,0.18,0,0.18,0.76,55,0,132,41.7,-5.8,101.6,53.8,46.2,17:42,15:42,0:25,72,0,0,0,13,12,1,0,0.014,13
Tomas Tatar,24,DET,C,0.68,0.35,0.33,2.57,211,13.7,413,51.3,8.8,99.7,59.7,40.3,16:13,11:19,1:30,82,29,20,9,27,17,10,0.11,0.122,56
John Tavares,24,NYI,C,1.05,0.46,0.59,3.39,278,13.7,471,59,3.1,98.8,69.6,30.4,20:40,10:50,0:39,82,38,25,13,48,29,18,0.159,0.22,86
Matt Tennyson,24,SJS,D,0.3,0.07,0.22,1.37,37,5.4,85,43.5,-3.6,100.8,52.6,47.4,17:34,11:19,0:50,27,2,1,1,6,4,1,0.037,0.037,8
Zach Trotman,24,BOS,D,0.19,0.04,0.15,1.7,46,2.2,109,42.2,3.7,98.1,58.7,41.3,16:24,10:52,0:03,27,1,1,0,4,4,0,0,0,5
Phil Varone,24,BUF,C,0.18,0.11,0.07,1,28,10.7,45,62.2,-2.6,96.4,44.4,55.6,13:27,10:46,1:19,28,3,3,0,2,2,0,0,0,5
Tomas Vincour,24,COL,C,0.14,0,0.14,0.29,2,0,6,33.3,-0.7,95.8,63.4,36.6,7:10,4:37,0:00,7,0,0,0,1,1,0,0,0,1
David Warsofsky,24,BOS,D,0.25,0,0.25,1.75,7,0,14,50,-0.5,102.1,60.5,39.5,17:46,19:06,2:55,4,0,0,0,1,1,0,0,0,1
Patrick Wiercioch,24,OTT,D,0.23,0.05,0.18,1.41,79,3.8,181,43.6,6,99.4,56.5,43.5,18:03,13:23,2:29,56,3,2,1,10,6,4,0.018,0.071,13
Luke Witkowski,24,TBL,D,0,0,0,0.63,10,0,31,35.5,0.3,98.9,45.3,54.7,15:11,18:16,0:08,16,0,0,0,0,0,0,0,0,0
Conor Allen,25,NYR,D,0,0,0,0.5,2,0,4,50,11.1,94.8,67.7,32.3,12:12,12:32,0:34,4,0,0,0,0,0,0,0,0,0
Joakim Andersson,25,DET,C,0.12,0.04,0.07,1.09,74,4.1,103,71.8,-11.8,99.5,38.8,61.2,11:38,14:46,2:15,68,3,3,0,5,5,0,0,0,8
Cam Atkinson,25,CBJ,RW,0.51,0.28,0.23,2.72,212,10.4,337,62.9,1.7,100.3,50.1,49.9,16:59,14:55,3:17,78,22,14,7,18,15,3,0.09,0.038,40
Keith Aulie,25,EDM,D,0.03,0,0.03,0.81,25,0,59,42.4,-5.3,100.3,44.4,55.6,14:18,14:20,2:23,31,0,0,0,1,1,0,0,0,1
Mikael Backlund,25,CGY,C,0.52,0.19,0.33,1.98,103,9.7,194,53.6,2.3,101.8,39.1,60.9,17:45,7:15,0:56,52,10,8,0,17,16,1,0,0.019,27
Josh Bailey,25,NYI,LW,0.59,0.21,0.37,2,140,10.7,261,53.6,0.2,99.2,64.4,35.6,16:47,10:39,0:00,70,15,13,2,26,24,2,0.029,0.029,41
Jamie Benn,25,DAL,LW,1.06,0.43,0.63,3.09,253,13.8,466,54.3,3.2,99.2,54.6,45.4,19:57,12:21,0:34,82,35,23,10,52,37,13,0.122,0.159,87
Mikkel Boedker,25,ARI,LW,0.62,0.31,0.31,1.76,79,17.7,150,52.7,-1.7,98.3,59.4,40.6,17:29,12:45,1:36,45,14,11,3,14,5,9,0.067,0.2,28
Mark Borowiecki,25,OTT,D,0.17,0.02,0.16,0.48,30,3.3,77,39,-5.5,105.4,42.9,57.1,15:55,13:26,2:02,63,1,1,0,10,10,0,0,0,11
Robert Bortuzzo,25,TOT,D,0.16,0.06,0.1,1.1,56,5.4,124,45.2,-2.5,95.8,52.8,47.2,15:07,6:55,0:00,51,3,3,0,5,5,0,0,0,8
Drayson Bowman,25,MTL,LW,0,0,0,0,0,,1,0,-16.7,110,46.2,53.8,6:31,9:09,0:14,3,0,0,0,0,0,0,0,0,0
Zach Boychuk,25,CAR,LW,0.19,0.1,0.1,1.13,35,8.6,57,61.4,-1.9,99.9,50.5,49.5,10:38,13:34,2:01,31,3,3,0,3,3,0,0,0,6
T.J. Brennan,25,TOR,D,0.17,0,0.17,1.83,11,0,23,47.8,5.7,88.2,64.6,35.4,16:49,8:30,0:03,6,0,0,0,1,0,1,0,0.167,1
Paul Byron,25,CGY,C,0.33,0.11,0.23,1.09,62,9.7,114,54.4,2.1,99.1,41.7,58.3,14:28,18:05,0:06,57,6,5,1,13,11,0,0.018,0,19
Matt Calvert,25,CBJ,LW,0.41,0.23,0.18,1.66,93,14,156,59.6,-0.1,100.6,42.2,57.8,16:00,18:37,3:24,56,13,13,0,10,9,0,0,0,23
John Carlson,25,WSH,D,0.67,0.15,0.52,2.35,193,6.2,394,49,-1,100.9,49.7,50.3,23:04,19:10,3:01,82,12,8,3,43,30,13,0.037,0.159,55
Joe Colborne,25,CGY,C,0.44,0.13,0.31,1.05,67,11.9,129,51.9,-1.7,103,47.8,52.2,15:25,3:18,0:00,64,8,6,1,20,16,4,0.016,0.063,28
Ian Cole,25,TOT,D,0.23,0.07,0.16,1.12,83,6,185,44.9,2.9,101.2,50.2,49.8,15:59,15:43,0:41,74,5,5,0,12,11,1,0,0.014,17
Cory Conacher,25,NYI,C,0.2,0.07,0.13,1.53,23,4.3,32,71.9,-2.6,96.5,66.4,33.6,13:29,10:57,0:07,15,1,1,0,2,2,0,0,0,3
Logan Couture,25,SJS,C,0.82,0.33,0.49,3.21,263,10.3,478,52.9,-0.6,99.4,50.5,49.5,19:04,14:38,3:06,82,27,19,6,40,22,18,0.073,0.22,67
Zac Dalpe,25,BUF,C,0.14,0.05,0.1,1.38,29,3.4,43,67.4,1.4,91.4,36.3,63.7,9:17,14:30,0:07,21,1,1,0,2,2,0,0,0,3
Drew Doughty,25,LAK,D,0.56,0.09,0.48,2.67,219,3.2,450,48.7,1.6,98.3,52.9,47.1,29:00,15:01,0:03,82,7,6,1,39,22,16,0.012,0.195,46
Lars Eller,25,MTL,C,0.35,0.19,0.16,1.95,150,10,242,61.6,-1,98.7,37.5,62.5,15:30,17:31,1:45,77,15,14,1,12,9,1,0.013,0.013,27
Tyler Ennis,25,BUF,C,0.59,0.26,0.33,2.37,185,10.8,298,62.1,1.1,99.4,45.5,54.5,19:07,7:11,0:22,78,20,13,6,26,15,11,0.077,0.141,46
Sam Gagner,25,ARI,C,0.51,0.19,0.32,2.26,183,8.2,323,56.7,5.7,96.8,65.8,34.2,17:15,6:30,0:00,81,15,9,6,26,20,6,0.074,0.074,41
Luke Gazdic,25,EDM,LW,0.08,0.05,0.03,0.65,26,7.7,46,56.5,-5.6,97.8,55.1,44.9,7:23,13:33,0:34,40,2,2,0,1,1,0,0,0,3
Luke Glendening,25,DET,C,0.22,0.15,0.07,1.27,104,11.5,151,68.9,-12.8,102.3,34.6,65.4,14:43,12:19,1:50,82,12,11,1,6,6,0,0.012,0,18
Cody Goloubef,25,CBJ,D,0.25,0,0.25,0.64,23,0,67,34.3,1.4,104.9,48.9,51.1,15:34,9:56,0:04,36,0,0,0,9,8,0,0,0,9
Jimmy Hayes,25,FLA,RW,0.49,0.26,0.22,2.31,166,11.4,248,66.9,0.9,100.2,56.7,43.3,15:09,14:54,3:34,72,19,15,4,16,9,7,0.056,0.097,35
Thomas Hickey,25,NYI,D,0.27,0.02,0.25,1.01,82,2.4,181,45.3,-0.4,96.7,51.8,48.2,18:56,11:41,0:00,81,2,2,0,20,18,0,0,0,22
Mike Hoffman,25,OTT,LW,0.61,0.34,0.27,2.52,199,13.6,370,53.5,3.1,103,59.5,40.5,14:33,13:30,3:39,79,27,26,1,21,19,2,0.013,0.025,48
Alex Killorn,25,TBL,C,0.54,0.21,0.32,1.83,130,11.5,224,57.6,2.7,99.8,60.4,39.6,16:56,17:47,0:59,71,15,13,1,23,21,2,0.014,0.028,38
Dwight King,25,LAK,LW,0.32,0.16,0.16,1.57,127,10.2,199,63.8,-0.6,98.9,52.7,47.3,14:24,16:20,2:37,81,13,13,0,13,11,1,0,0.012,26
Oliver Lauridsen,25,PHI,D,0,0,0,2,2,0,3,66.7,26.3,80,42.9,57.1,10:26,11:17,0:02,1,0,0,0,0,0,0,0,0,0
Brad Malone,25,CAR,C,0.23,0.11,0.12,1,65,10.8,117,54.7,-7.3,97.8,43.6,56.4,10:09,14:23,3:12,65,7,7,0,8,8,0,0,0,15
Matt Martin,25,NYI,LW,0.18,0.1,0.08,1.15,90,8.9,142,63.4,-2.6,97.8,45.1,54.9,11:16,8:25,0:02,78,8,8,0,6,6,0,0,0,14
Ryan McDonagh,25,NYR,D,0.46,0.11,0.35,2.08,148,5.4,276,53.6,-1.3,103,45.7,54.3,23:08,18:09,2:37,71,8,5,3,25,13,9,0.042,0.127,33
Jake Muzzin,25,LAK,D,0.54,0.13,0.41,2.28,173,5.8,379,45.6,4.2,97.1,56.9,43.1,22:42,10:43,0:15,76,10,6,4,31,20,10,0.053,0.132,41
Riley Nash,25,CAR,C,0.37,0.12,0.25,1.38,94,8.5,171,54.4,0.7,96.7,52.1,47.9,16:19,11:04,0:09,68,8,7,1,17,12,5,0.015,0.074,25
Jordan Nolan,25,LAK,C,0.15,0.1,0.05,0.73,44,13.6,89,49.4,-7.4,98.8,52.4,47.6,9:58,14:12,1:02,60,6,6,0,3,3,0,0,0,9
Gustav Nyquist,25,DET,C,0.66,0.33,0.33,2.38,195,13.8,341,57.2,0.4,98.5,61.2,38.8,16:39,14:17,1:38,82,27,13,14,27,17,10,0.171,0.122,54
Anthony Peluso,25,WPG,RW,0.04,0.02,0.02,0.47,23,4.3,42,54.8,-4.3,99.3,47,53,5:53,12:38,2:00,49,1,1,0,1,1,0,0,0,2
Alex Pietrangelo,25,STL,D,0.57,0.09,0.48,2.41,195,3.6,365,53.4,-2.8,99.6,48.4,51.6,25:25,13:52,1:31,81,7,6,1,39,28,11,0.012,0.136,46
Paul Postma,25,WPG,D,0.14,0.05,0.1,0.95,40,5,109,36.7,2.1,98.7,54.7,45.3,14:08,10:22,0:18,42,2,0,2,4,4,0,0.048,0,6
Antoine Roussel,25,DAL,LW,0.31,0.16,0.15,1.41,113,11.5,206,54.9,-2.1,96.1,43.8,56.2,14:31,18:35,1:37,80,13,13,0,12,9,3,0,0.038,25
Luca Sbisa,25,VAN,D,0.14,0.04,0.11,1.04,79,3.8,171,46.2,-4,99.6,47.3,52.7,18:47,10:53,0:00,76,3,3,0,8,8,0,0,0,11
Colton Sceviour,25,DAL,C,0.37,0.13,0.24,1.59,113,8,230,49.1,0.7,99.4,50.5,49.5,12:43,14:09,0:02,71,9,9,0,17,13,4,0,0.056,26
Luke Schenn,25,PHI,D,0.24,0.05,0.19,1.16,67,4.5,154,43.5,0.3,99.4,53,47,18:04,11:40,0:54,58,3,3,0,11,11,0,0,0,14
Brendan Smith,25,DET,D,0.17,0.05,0.12,1.16,88,4.5,187,47.1,2.5,98.5,59,41,17:53,14:57,2:15,76,4,4,0,9,7,2,0,0.026,13
Craig Smith,25,NSH,C,0.54,0.28,0.26,3.06,251,9.2,423,59.6,5,100.4,66.2,33.8,15:44,16:33,3:07,82,23,17,6,21,18,3,0.073,0.037,44
Jared Spurgeon,25,MIN,D,0.38,0.14,0.24,1.94,128,7,262,48.9,3.7,99.5,50.8,49.2,22:37,10:16,0:03,66,9,6,3,16,13,3,0.045,0.045,25
Ryan Stanton,25,VAN,D,0.2,0.06,0.15,1.09,59,5.1,108,54.6,-4.6,103.1,54.4,45.6,16:00,10:29,1:37,54,3,3,0,8,8,0,0,0,11
P.K. Subban,25,MTL,D,0.73,0.18,0.55,2.07,170,8.8,383,44.4,6.4,101.9,50.3,49.7,26:12,9:58,0:11,82,15,7,8,45,32,13,0.098,0.159,60
Brandon Sutter,25,PIT,C,0.41,0.26,0.15,2.25,180,11.7,277,65,-4.5,99.9,46.8,53.2,17:19,15:36,3:33,80,21,14,3,12,10,2,0.038,0.025,33
Chris Tanev,25,VAN,D,0.29,0.03,0.26,0.76,53,3.8,127,41.7,3.6,99.7,47.3,52.7,21:05,12:45,3:36,70,2,2,0,18,16,2,0,0.029,20
Eric Tangradi,25,MTL,LW,0,0,0,0.71,5,0,8,62.5,-13.1,88.9,39.5,60.5,7:44,20:57,2:11,7,0,0,0,0,0,0,0,0,0
Chris Terry,25,CAR,LW,0.35,0.19,0.16,1.25,71,15.5,133,53.4,0.7,97.6,53.6,46.4,12:43,16:28,2:30,57,11,8,3,9,8,1,0.053,0.018,20
Corey Tropp,25,CBJ,RW,0.13,0.02,0.11,0.36,22,4.5,46,47.8,-10.9,98,47.4,52.6,8:45,6:14,0:00,61,1,1,0,7,7,0,0,0,8
Kyle Turris,25,OTT,C,0.78,0.29,0.49,2.62,215,11.2,420,51.2,1.1,101.9,50.6,49.4,19:13,13:03,1:28,82,24,19,4,40,28,12,0.049,0.146,64
Dana Tyrell,25,CBJ,C,0,0,0,0.33,1,0,1,100,-29.4,94.7,64.3,35.7,6:56,10:22,1:08,3,0,0,0,0,0,0,0,0,0
James van Riemsdyk,25,TOR,LW,0.68,0.33,0.35,3.02,248,10.9,401,61.6,-2.2,97.8,51,49,19:05,16:47,2:37,82,27,17,9,29,19,10,0.11,0.122,56
Jakub Voracek,25,PHI,RW,0.99,0.27,0.72,2.7,221,10,418,52.9,7.3,99.4,61.1,38.9,18:36,15:47,3:02,82,22,11,11,59,37,22,0.134,0.268,81
Slava Voynov,25,LAK,D,0.33,0,0.33,0.83,5,0,19,26.3,-6.7,102.3,37.3,62.7,23:11,9:23,0:00,6,0,0,0,2,0,1,0,0.167,2
Colin Wilson,25,NSH,C,0.55,0.26,0.29,2.23,172,11.6,284,60.6,4.3,101.9,60.3,39.7,16:13,11:49,0:01,77,20,17,3,22,18,4,0.039,0.052,42
David Wolf,25,CGY,LW,0,0,0,0.33,1,0,5,20,-0.8,100,47.8,52.2,9:23,15:40,0:08,3,0,0,0,0,0,0,0,0,0
Karl Alzner,26,WSH,D,0.26,0.06,0.2,0.88,72,6.9,171,42.7,-0.9,101.9,49.5,50.5,19:26,12:30,0:05,82,5,5,0,16,16,0,0,0,21
Artem Anisimov,26,CBJ,C,0.52,0.13,0.38,1.69,88,8,175,50.3,3.2,98.3,44.7,55.3,16:23,14:08,2:13,52,7,7,0,20,13,4,0,0.077,27
Mark Arcobello,26,TOT,C,0.4,0.22,0.18,1.68,129,13.2,243,53.1,2.6,98.3,60.2,39.8,14:48,18:46,2:05,77,17,16,1,14,10,3,0.013,0.039,31
Matt Bartkowski,26,BOS,D,0.09,0,0.09,1.43,67,0,143,46.9,-3.1,98.5,49.6,50.4,16:56,15:37,1:14,47,0,0,0,4,4,0,0,0,4
Victor Bartley,26,NSH,D,0.27,0,0.27,0.76,28,0,65,43.1,-3.2,100.5,58.5,41.5,13:26,11:45,1:09,37,0,0,0,10,10,0,0,0,10
Matt Beleskey,26,ANA,LW,0.49,0.34,0.15,2.23,145,15.2,313,46.3,4,103.3,52.1,47.9,14:29,9:45,0:00,65,22,18,4,10,10,0,0.062,0,32
Brett Bellemore,26,CAR,D,0.2,0.04,0.16,0.53,26,7.7,62,41.9,-3.8,100.7,44.9,55.1,16:23,12:50,0:05,49,2,2,0,8,8,0,0,0,10
Patrik Berglund,26,STL,C,0.35,0.16,0.19,1.88,145,8.3,230,62.2,3.3,98.2,46.2,53.8,14:35,13:44,0:00,77,12,12,0,15,14,1,0,0.013,27
Alex Biega,26,VAN,D,0.14,0.14,0,1,7,14.3,19,36.8,-6.9,100.3,50.7,49.3,15:48,11:42,0:02,7,1,1,0,0,0,0,0,0,1
Jonathon Blum,26,MIN,D,0.25,0,0.25,0.75,3,0,4,75,-7.7,86.5,50,50,9:52,16:53,2:28,4,0,0,0,1,1,0,0,0,1
Nick Bonino,26,VAN,C,0.52,0.2,0.32,1.99,149,10.1,243,60.9,1.8,100.4,46.5,53.5,16:55,17:16,0:15,75,15,14,1,24,20,4,0.013,0.053,39
Andrew Campbell,26,ARI,D,0.03,0,0.03,0.85,28,0,62,45.2,-2.3,95.8,39.3,60.7,17:32,15:21,0:02,33,0,0,0,1,1,0,0,0,1
Paul Carey,26,COL,C,0.1,0,0.1,0.5,5,0,14,35.7,3,105.7,52.3,47.7,7:53,8:29,0:04,10,0,0,0,1,1,0,0,0,1
Sean Collins,26,CBJ,C,0.25,0,0.25,0.5,4,0,7,57.1,-1.6,104.9,52.9,47.1,10:20,6:08,0:00,8,0,0,0,2,2,0,0,0,2
Brandon DeFazio,26,VAN,LW,0,0,0,1,2,0,4,50,-3.8,100,60,40,5:57,15:28,2:31,2,0,0,0,0,0,0,0,0,0
Jason Demers,26,TOT,D,0.31,0.06,0.25,1.22,99,5.1,251,39.4,2.2,98.5,48.8,51.2,19:08,9:27,0:02,81,5,3,2,20,17,3,0.025,0.037,25
Keaton Ellerby,26,WPG,D,1,0,1,0,0,,2,0,-0.8,80,40,60,16:58,6:56,0:00,1,0,0,0,1,1,0,0,0,1
Justin Falk,26,TOT,D,0.11,0.06,0.06,1,18,5.6,32,56.3,-10,91.4,56.4,43.6,10:49,14:24,2:25,18,1,1,0,1,1,0,0,0,2
Bobby Farnham,26,PIT,RW,0,0,0,0.55,6,0,14,42.9,-5.5,100.4,55.8,44.2,7:11,10:31,0:05,11,0,0,0,0,0,0,0,0,0
Taylor Fedun,26,SJS,D,0.57,0,0.57,1.71,12,0,26,46.2,-4.6,100,47.2,52.8,16:59,15:22,2:12,7,0,0,0,4,2,2,0,0.286,4
Brian Flynn,26,TOT,C,0.27,0.08,0.19,1.3,82,6.1,132,62.1,-1.7,101.7,36.3,63.7,14:55,19:19,0:12,63,5,5,0,12,9,1,0,0.016,17
Michael Frolik,26,WPG,RW,0.51,0.23,0.28,2.51,206,9.2,375,55.2,2.8,98.9,53.6,46.4,17:30,11:39,0:02,82,19,13,3,23,19,4,0.037,0.049,42
T.J. Galiardi,26,WPG,LW,0.03,0.03,0,0.92,35,2.9,57,63.2,-7.4,95.1,48.3,51.7,10:28,10:11,0:06,38,1,1,0,0,0,0,0,0,1
Brian Gibbons,26,CBJ,C,0.2,0,0.2,0.84,21,0,38,55.3,0.9,102.8,49.4,50.6,13:49,7:47,0:12,25,0,0,0,5,4,1,0,0.04,5
Eric Gryba,26,OTT,D,0.16,0,0.16,0.85,64,0,151,42.4,-4.3,103.7,41.3,58.7,15:39,13:37,3:00,75,0,0,0,12,12,0,0,0,12
Carl Hagelin,26,NYR,LW,0.43,0.21,0.22,2.26,185,9.2,311,57.9,0.8,102.9,49.7,50.3,15:14,15:47,3:13,82,17,16,1,18,17,0,0.012,0,35
Matt Halischuk,26,WPG,RW,0.17,0.06,0.11,1.26,59,5.1,84,71.4,-3.3,102,51.8,48.2,9:45,9:29,0:02,47,3,3,0,5,5,0,0,0,8
Eriah Hayes,26,SJS,RW,0,0,0,2.5,10,0,10,100,-2.8,90,47.4,52.6,9:58,16:21,3:02,4,0,0,0,0,0,0,0,0,0
Justin Hodgman,26,ARI,C,0.2,0.2,0,0.6,3,33.3,4,75,7.5,88.9,48.5,51.5,11:24,16:06,1:40,5,1,0,1,0,0,0,0.2,0,1
Korbinian Holzer,26,TOR,D,0.18,0,0.18,0.94,32,0,50,64,-4.8,102.5,45.9,54.1,17:06,18:36,1:14,34,0,0,0,6,6,0,0,0,6
Brad Hunt,26,EDM,D,0.27,0.09,0.18,1.82,20,5,49,40.8,-0.3,94.4,54.3,45.7,19:29,13:55,2:06,11,1,0,1,2,2,0,0.091,0,3
