,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Jyrki Jokipakka,25,TOT,D,0.15,0.02,0.12,0.71,29,3.4,60,48.3,-7.5,99.6,47,53,14:26,14:09,0:05,41,1,1,0,5,5,0,0,0,6
Klas Dahlbeck,25,CAR,D,0.14,0.05,0.09,0.86,37,5.4,98,37.8,-6,97.4,63.7,36.3,13:53,13:28,0:01,43,2,2,0,4,4,0,0,0,6
Kyle Palmieri,25,NJD,RW,0.66,0.33,0.34,2.4,192,13.5,372,51.6,0.4,102.1,45.9,54.1,17:21,13:45,2:38,80,26,17,8,27,16,11,0.1,0.138,53
Logan Shaw,25,ANA,RW,0.18,0.05,0.13,1.07,59,5.1,91,64.8,-6.4,101.3,54.8,45.2,9:43,8:11,0:02,55,3,2,0,7,6,0,0,0,10
Magnus Paajarvi,25,STL,LW,0.41,0.25,0.16,1.59,51,15.7,81,63,4.1,105,48.6,51.4,12:09,11:13,0:15,32,8,7,1,5,5,0,0.031,0,13
Marcus Foligno,25,BUF,LW,0.29,0.16,0.13,1.21,97,13.4,175,55.4,0.2,100.6,39.8,60.2,15:28,14:09,0:09,80,13,12,0,10,10,0,0,0,23
Marek Hrivik,25,NYR,LW,0.13,0,0.13,0.94,15,0,28,53.6,7,94.8,49.4,50.6,10:25,10:03,0:03,16,0,0,0,2,1,1,0,0.063,2
Mark Pysyk,25,FLA,D,0.21,0.05,0.16,1.05,86,4.7,172,50,0.5,99.9,47.6,52.4,18:34,15:38,0:05,82,4,4,0,13,13,0,0,0,17
Nate Schmidt,25,WSH,D,0.28,0.05,0.23,1,60,5,139,43.2,3,104.1,59.4,40.6,15:29,14:36,0:09,60,3,3,0,14,13,0,0,0,17
Nick Leddy,25,NYI,D,0.57,0.14,0.43,1.69,137,8,288,47.6,0.3,100.9,49.2,50.8,22:43,18:46,3:08,81,11,8,3,35,23,12,0.037,0.148,46
Nicolas Deslauriers,25,BUF,LW,0.05,0,0.05,0.62,26,0,46,56.5,-6.7,98.3,55,45,7:25,7:21,0:01,42,0,0,0,2,2,0,0,0,2
Nikita Zaitsev,25,TOR,D,0.44,0.05,0.39,1.29,106,3.8,303,35,-1.8,98.4,44.8,55.2,22:01,18:14,2:04,82,4,3,1,32,20,11,0.012,0.134,36
Noel Acciari,25,BOS,C,0.17,0.07,0.1,0.83,24,8.3,43,55.8,-6,103.6,40.9,59.1,10:22,10:08,0:01,29,2,2,0,3,3,0,0,0,5
Oliver Ekman-Larsson,25,ARI,D,0.49,0.15,0.34,1.84,145,8.3,330,43.9,0,99,42.7,57.3,24:37:00,19:19,3:41,79,12,4,8,27,16,11,0.101,0.139,39
Ondrej Palat,25,TBL,LW,0.69,0.23,0.47,2.16,162,10.5,277,58.5,2.8,101.8,56,44,19:07,14:37,2:46,75,17,12,5,35,25,10,0.067,0.133,52
Oscar Lindberg,25,NYR,C,0.31,0.12,0.18,1.32,86,9.3,150,57.3,-0.4,101.7,44.1,55.9,10:50,10:35,0:05,65,8,8,0,12,11,1,0,0.015,20
Reilly Smith,25,FLA,RW,0.46,0.19,0.28,2,160,9.4,286,55.6,2,98.3,48.5,51.5,18:21,14:13,2:24,80,15,8,6,22,17,5,0.075,0.063,37
Richard Panik,25,CHI,RW,0.54,0.27,0.27,1.89,155,14.2,271,57.6,-1.2,103.2,50,50,14:44,13:04,1:38,82,22,18,4,22,17,5,0.049,0.061,44
Riley Sheahan,25,DET,C,0.16,0.03,0.14,1.36,109,1.8,197,55.3,-2.9,95.5,47,53,13:58,11:59,1:07,80,2,1,1,11,9,2,0.013,0.025,13
Roman Lyubimov,25,PHI,LW,0.13,0.09,0.04,0.87,41,9.8,84,48.8,-2.5,100.1,46.1,53.9,9:35,9:01,0:03,47,4,4,0,2,2,0,0,0,6
Ryan O'Reilly,25,BUF,C,0.76,0.28,0.49,2.63,189,10.6,297,63.6,2.6,100,45.9,54.1,21:28,16:13,2:53,72,20,11,8,35,18,16,0.111,0.222,55
Ryan Spooner,25,BOS,C,0.5,0.14,0.36,1.86,145,7.6,224,65.2,-0.5,97.6,62.3,37.7,14:06,11:14,2:37,78,11,8,3,28,12,15,0.038,0.192,39
Sami Vatanen,25,ANA,D,0.34,0.04,0.3,1.65,117,2.6,252,46.4,-0.6,101.1,44.7,55.3,21:40,16:41,2:49,71,3,1,2,21,9,12,0.028,0.169,24
Sergey Kalinin,25,NJD,C,0.09,0.05,0.05,0.88,38,5.3,54,68.5,-3.3,95.1,28.9,71.1,12:48,10:15,0:23,43,2,2,0,2,2,0,0,0,4
Taylor Hall,25,NJD,LW,0.74,0.28,0.46,3.31,238,8.4,391,60.6,7.6,98.8,50,50,19:20,16:17,2:45,72,20,13,7,33,25,8,0.097,0.111,53
Tom Kuhnhackl,25,PIT,RW,0.28,0.07,0.21,0.86,49,8.2,99,49.5,-4.8,103.3,29.9,70.1,10:39,8:49,0:02,57,4,3,0,12,11,0,0,0,16
Torey Krug,25,BOS,D,0.63,0.1,0.53,2.57,208,3.8,425,49.2,4.9,96.4,60.1,39.9,21:36,17:56,3:16,81,8,2,6,43,24,19,0.074,0.235,51
Trevor van Riemsdyk,25,CHI,D,0.28,0.09,0.19,1.26,73,6.8,161,45.3,0.4,103.2,50.8,49.2,18:25,17:00,0:32,58,5,5,0,11,11,0,0,0,16
Tyler Pitlick,25,EDM,RW,0.35,0.26,0.1,1.74,54,14.8,76,71.1,-6,100.5,51.7,48.3,9:55,9:41,0:05,31,8,8,0,3,3,0,0,0,11
Tyler Seguin,25,DAL,C,0.88,0.32,0.56,3.67,301,8.6,508,59.4,2,97.9,51,49,18:28,15:15,3:10,82,26,15,11,46,28,18,0.134,0.22,72
Tyson Barrie,25,COL,D,0.51,0.09,0.42,2.46,182,3.8,404,44.6,2.1,96.2,58.2,41.8,23:18,19:41,3:04,74,7,6,1,31,22,9,0.014,0.122,38
Vladimir Tarasenko,25,STL,RW,0.91,0.48,0.44,3.49,286,13.6,525,54.5,3.2,99.5,66.9,33.1,18:28,15:18,2:59,82,39,30,9,36,23,13,0.11,0.159,75
Yanni Gourde,25,TBL,C,0.4,0.3,0.1,1.5,30,20,54,55.6,9.6,97.4,48.9,51.1,15:22,13:08,0:50,20,6,5,0,2,2,0,0,0,8
Adam Henrique,26,NJD,C,0.11,0.11,0,0.33,142,14.1,242,58.7,-0.9,98.4,48.4,51.6,18:10,13:25,2:26,82,20,12,6,20,15,4,0.073,0.049,40
Alex Chiasson,26,CGY,RW,0.36,0.18,0.18,1.82,104,11.5,165,63,2.1,97.7,57.2,42.8,13:23,11:49,0:38,81,12,11,0,12,10,2,0,0.025,24
Anders Lee,26,NYI,LW,0,0,0,0.2,191,17.8,288,66.3,6.6,101,54.1,45.9,15:35,13:05,2:27,81,34,25,9,18,13,5,0.111,0.062,52
Andreas Martinsen,26,TOT,LW,0.11,0.05,0.06,1.14,73,4.1,133,54.9,-7.8,96.6,46.2,53.8,9:57,8:58,0:04,64,3,3,0,4,3,0,0,0,7
Andrej Sustr,26,TBL,D,0.18,0.04,0.14,1.16,93,3.2,164,56.7,-3.1,98.9,36.1,63.9,17:35,15:24,0:05,80,3,3,0,11,11,0,0,0,14
Anthony Bitetto,26,NSH,D,0.22,0.03,0.18,1.33,17,0,45,37.8,-6.8,101.5,57.6,42.4,11:48,11:20,0:11,29,0,0,0,7,7,0,0,0,7
Brandon Manning,26,PHI,D,0.5,0,0.5,3,84,3.6,193,44,0.2,97.9,50,50,18:03,16:15,0:09,65,3,2,0,9,9,0,0,0,12
Brayden McNabb,26,LAK,D,0.08,0.04,0.04,0.96,47,4.3,125,37.6,5.6,98.1,64.7,35.3,15:04,14:24,0:05,49,2,2,0,2,2,0,0,0,4
Brenden Dillon,26,SJS,D,0.35,0.12,0.24,1.8,86,2.3,201,42.3,2.4,98.6,53.4,46.6,16:28,15:30,0:04,81,2,2,0,8,8,0,0,0,10
Chad Ruhwedel,26,PIT,D,0.29,0.06,0.24,1.32,45,4.4,97,46.4,-1.1,102.6,47.6,52.4,17:20,15:15,0:56,34,2,2,0,8,5,3,0,0.088,10
Dalton Prout,26,TOT,D,0.21,0,0.21,0.45,13,0,36,36.1,-0.3,100,52.7,47.3,13:58,13:03,0:00,29,0,0,0,6,6,0,0,0,6
Danny DeKeyser,26,DET,D,0.04,0,0.04,0.88,85,4.7,177,48,-3.1,97.5,49.2,50.8,21:57,18:42,0:33,82,4,4,0,8,8,0,0,0,12
David Savard,26,CBJ,D,0.31,0.08,0.23,1.82,135,4.4,264,51.1,0.7,103.4,41.9,58.1,21:50,19:10,0:12,74,6,6,0,17,15,0,0,0,23
Dennis Rasmussen,26,CHI,C,0.12,0.06,0.06,1.13,77,5.2,114,67.5,-2.8,98.6,32.7,67.3,11:50,10:01,0:02,68,4,4,0,4,4,0,0,0,8
Derek Grant,26,TOT,C,0.33,0.08,0.25,0.67,40,0,66,60.6,-5,98.8,34.6,65.4,9:46,7:08,0:25,46,0,0,0,4,4,0,0,0,4
Derek Stepan,26,NYR,C,0.68,0.21,0.47,2.58,209,8.1,334,62.6,3.7,102,52.5,47.5,18:37,14:41,2:32,81,17,12,4,38,24,14,0.049,0.173,55
Dmitry Kulikov,26,BUF,D,0.24,0.07,0.17,1.19,42,4.8,114,36.8,-3.8,95.8,51.1,48.9,21:54,19:25,0:52,47,2,1,1,3,1,2,0.021,0.043,5
Erik Karlsson,26,OTT,D,0.74,0.39,0.35,2.88,218,7.8,464,47,3,100.8,52.9,47.1,26:50:00,21:00,3:41,77,17,13,4,54,29,23,0.052,0.299,71
Gabriel Dumont,26,TBL,C,0.53,0.23,0.3,2.08,34,5.9,66,51.5,-4,101.8,23.7,76.3,9:40,9:16,0:04,39,2,2,0,2,2,0,0,0,4
Greg Pateryn,26,TOT,D,0.25,0.03,0.22,1.17,42,2.4,90,46.7,0.4,98.6,49.2,50.8,15:25,14:42,0:01,36,1,1,0,8,8,0,0,0,9
J.T. Brown,26,TBL,RW,0.44,0.07,0.37,0.95,67,4.5,116,57.8,-4.6,97.7,33.7,66.3,10:22,9:13,0:06,64,3,2,0,3,3,0,0,0,6
Jake Gardiner,26,TOR,D,0.54,0.23,0.31,1.97,127,7.1,317,40.1,3.2,102.6,54.5,45.5,21:32,18:33,2:35,82,9,7,2,34,23,11,0.024,0.134,43
Jakob Silfverberg,26,ANA,RW,0.62,0.29,0.33,2.87,227,10.1,383,59.3,2.2,101.5,37.4,62.6,18:29,14:53,1:57,79,23,17,5,26,22,4,0.063,0.051,49
Jayson Megna,26,VAN,C,0.14,0.07,0.07,1.24,72,5.6,107,67.3,-3.6,99.9,46.7,53.3,12:26,11:27,0:55,58,4,4,0,4,3,1,0,0.017,8
John Moore,26,NJD,D,0.35,0.19,0.16,1.62,102,11.8,228,44.7,-1.1,100.6,51.9,48.1,18:59,15:51,1:11,63,12,11,1,10,8,2,0.016,0.032,22
John Tavares,26,NYI,C,0.86,0.36,0.49,3.38,260,10.8,470,55.1,7.7,100.1,63.3,36.7,20:25,16:15,3:11,77,28,20,7,38,26,11,0.091,0.143,66
Jon Marchessault,26,FLA,C,0.18,0.05,0.14,1.29,193,15.5,315,61.3,2.1,97.2,57.3,42.7,16:55,14:09,2:41,75,30,22,8,21,11,10,0.107,0.133,51
Jordan Eberle,26,EDM,RW,0.1,0.05,0.05,0.87,208,9.6,379,54.9,3.8,100.4,55.5,44.5,16:46,14:30,2:14,82,20,16,4,31,21,10,0.049,0.122,51
Jordan Schroeder,26,MIN,C,0.35,0.16,0.19,1,37,16.2,55,67.3,-6.7,104.3,69.1,30.9,9:47,9:45,0:00,37,6,6,0,7,7,0,0,0,13
Josh Jooris,26,TOT,RW,0,0,0,0.5,75,5.3,119,63,-2.9,100.3,36.7,63.3,12:12,10:41,0:01,54,4,4,0,8,7,0,0,0,12
Justin Schultz,26,PIT,D,0.65,0.15,0.5,1.97,154,7.8,294,52.7,1.9,102.9,56.7,43.3,20:27,17:36,2:45,78,12,9,3,39,22,17,0.038,0.218,51
Kevin Connauton,26,ARI,D,0.16,0.08,0.08,1.67,21,0,51,41.2,1.5,100.8,42.6,57.4,13:08,12:05,0:13,24,0,0,0,1,1,0,0,0,1
Kyle Clifford,26,LAK,LW,0.3,0.15,0.15,1.28,122,4.9,199,61.3,2.9,98,59,41,10:43,10:36,0:06,73,6,6,0,6,6,0,0,0,12
Lance Bouma,26,CGY,C,0.2,0.04,0.16,1.3,53,5.7,94,56.4,-5.8,99.4,32.4,67.6,11:21,9:42,0:02,61,3,3,0,4,4,0,0,0,7
Luke Witkowski,26,TBL,D,0.12,0,0.12,0.71,24,0,42,57.1,-1.2,99.8,45.2,54.8,9:52,9:44,0:05,34,0,0,0,4,4,0,0,0,4
Marco Scandella,26,MIN,D,0.18,0.06,0.13,1.24,88,4.5,200,44,-1.1,100.1,47.9,52.1,18:20,16:22,0:16,71,4,4,0,9,9,0,0,0,13
Marcus Johansson,26,WSH,LW,0.27,0.08,0.18,1.2,129,18.6,220,58.6,2.1,103.6,57.5,42.5,17:00,14:08,2:49,82,24,19,5,34,20,14,0.061,0.171,58
Marcus Kruger,26,CHI,C,0.16,0.04,0.12,1.34,83,6,124,66.1,-0.2,100.8,29,71,14:01,11:42,0:05,70,5,5,0,12,12,0,0,0,17
Mark Barberio,26,TOT,D,0.68,0.4,0.28,2.57,80,2.5,198,40.4,0.9,99.1,54.4,45.6,18:16,16:05,1:37,60,2,1,1,11,8,3,0.017,0.05,13
Matt Duchene,26,COL,C,0.22,0,0.22,1.22,160,11.3,275,58.2,3,94.7,47.1,52.9,18:18,14:50,2:30,77,18,14,3,23,17,6,0.039,0.078,41
Matt Tennyson,26,CAR,D,0.13,0,0.13,0.8,36,0,82,43.9,-6.1,96.5,64.3,35.7,13:17,12:56,0:02,45,0,0,0,6,6,0,0,0,6
Mattias Ekholm,26,NSH,D,0.62,0.24,0.38,2.54,120,2.5,284,42.3,2.6,99.6,45.7,54.3,23:28,19:46,1:25,82,3,3,0,20,16,3,0,0.037,23
Melker Karlsson,26,SJS,C,0.92,0.22,0.7,2.83,73,15.1,132,54.5,-1,101.5,52.7,47.3,12:48,11:06,0:06,67,11,9,0,11,11,0,0,0,22
Michael Del Zotto,26,PHI,D,0.15,0.05,0.1,1.04,92,6.5,188,48.9,0.2,99.3,54,46,19:30,17:16,0:57,51,6,6,0,12,10,1,0,0.02,18
Michael Stone,26,TOT,D,0.23,0.05,0.19,1.27,81,3.7,186,43.5,-5.3,102.1,42.5,57.5,19:49,16:42,1:17,64,3,2,1,12,8,4,0.016,0.063,15
Michal Kempny,26,CHI,D,0.3,0.09,0.22,1.39,67,3,173,38.7,6.9,98.8,53.5,46.5,14:58,14:10,0:06,50,2,2,0,6,6,0,0,0,8
Nazem Kadri,26,TOR,C,0.68,0.17,0.51,3.01,236,13.6,431,55,1.4,99.7,37.4,62.6,16:35,14:19,2:15,82,32,20,12,29,24,5,0.146,0.061,61
Nic Dowd,26,LAK,C,0.12,0.02,0.1,1.06,78,7.7,144,54.2,3.2,92.5,64.1,35.9,12:27,10:50,1:33,70,6,5,1,16,9,7,0.014,0.1,22
Nick Jensen,26,DET,D,0.25,0.1,0.15,1.65,59,6.8,121,48.8,1.6,97.7,53.8,46.2,17:45,16:09,0:04,49,4,4,0,9,8,0,0,0,13
Patrick Wiercioch,26,COL,D,0.21,0.07,0.14,1.11,63,6.3,137,46,-2.2,96.9,51.7,48.3,16:40,14:20,0:55,57,4,4,0,8,8,0,0,0,12
Peter Holland,26,TOT,C,0.49,0.24,0.24,1.73,79,6.3,127,62.2,-0.1,96.4,48.4,51.6,12:45,11:27,1:08,48,5,4,1,7,7,0,0.021,0,12
Radko Gudas,26,PHI,D,0.09,0,0.09,0.87,113,5.3,299,37.8,2.1,100,45.4,54.6,19:18,17:19,0:04,67,6,6,0,17,16,1,0,0.015,23
Roman Josi,26,NSH,D,0.22,0.07,0.15,1.39,217,5.5,410,53.2,2.8,99.8,50.1,49.9,25:04:00,19:45,3:01,72,12,5,7,37,25,11,0.097,0.153,49
Ryan Ellis,26,NSH,D,0.28,0.04,0.24,1.46,140,11.4,281,49.8,-1.7,101.9,47.7,52.3,23:57,19:09,2:11,71,16,11,4,22,13,7,0.056,0.099,38
Steven Stamkos,26,TBL,C,1.18,0.53,0.65,3.41,58,15.5,100,58,9.1,101.7,59.6,40.4,17:52,13:41,3:24,17,9,6,3,11,7,4,0.176,0.235,20
T.J. Brodie,26,CGY,D,0,0,0,0.67,78,7.7,208,37.5,-0.8,97.8,47.9,52.1,23:35,18:28,2:46,82,6,4,1,30,18,11,0.012,0.134,36
Tim Schaller,26,BOS,C,0.24,0.12,0.12,1.51,89,7.9,157,56.7,-7.2,98.2,42.8,57.2,12:16,10:42,0:26,59,7,7,0,7,7,0,0,0,14
Tomas Tatar,26,DET,LW,0.56,0.3,0.26,2.02,166,15.1,321,51.7,4.7,98.7,54,46,17:17,14:51,2:22,82,25,20,5,21,18,3,0.061,0.037,46
Travis Hamonic,26,NYI,D,0.34,0.09,0.25,1.69,74,4.1,157,47.1,-5.7,97.3,43.9,56.1,20:27,17:35,0:33,49,3,3,0,11,10,1,0,0.02,14
Tyler Johnson,26,TBL,C,0.71,0.29,0.41,1.57,130,14.6,250,52,-1.6,100.3,51.2,48.8,18:49,13:53,2:51,66,19,13,6,26,15,11,0.091,0.167,45
Victor Hedman,26,TBL,D,0.29,0.06,0.22,1.51,166,9.6,397,41.8,3.7,101.1,57.4,42.6,24:30:00,19:25,3:00,79,16,12,4,56,27,29,0.051,0.367,72
Zach Bogosian,26,BUF,D,0.24,0,0.24,0.59,73,2.7,135,54.1,3,97.1,47.8,52.2,20:05,18:13,0:07,56,2,2,0,9,8,1,0,0.018,11
Zack Kassian,26,EDM,RW,0.33,0.16,0.16,1.09,110,6.4,164,67.7,-3.3,101.4,50.7,49.3,12:18,11:05,0:06,79,7,7,0,17,17,0,0,0,24
Alex Killorn,27,TBL,LW,0.44,0.23,0.21,2.17,176,10.8,297,59.6,0.1,98.9,52.9,47.1,18:00,14:08,2:25,81,19,14,4,17,10,6,0.049,0.074,36
Alex Pietrangelo,27,STL,D,0.6,0.18,0.43,2.26,181,7.7,335,54,0.2,100.2,43.1,56.9,25:17:00,19:48,2:27,80,14,8,6,34,21,13,0.075,0.163,48
Antoine Roussel,27,DAL,LW,0.45,0.2,0.25,1.37,82,14.6,162,50.6,6.2,99,42,58,15:31,12:23,1:09,60,12,12,0,15,12,3,0,0.05,27
Brandon Sutter,27,VAN,C,0.42,0.21,0.21,1.98,160,10.6,271,58.7,-2.8,98.3,43.8,56.2,18:48,14:19,2:34,81,17,13,4,17,13,4,0.049,0.049,34
Brendan Smith,27,TOT,D,0.18,0.06,0.12,1.22,62,4.8,143,43.4,2.3,100.6,48.4,51.6,19:15,16:28,0:53,51,3,2,1,6,4,2,0.02,0.039,9
Cam Atkinson,27,CBJ,RW,0.76,0.43,0.33,2.93,240,14.6,399,60.2,-2,102.2,45.3,54.7,18:05,13:59,2:32,82,35,22,10,27,16,11,0.122,0.134,62
Carter Rowney,27,PIT,RW,0.26,0.11,0.15,0.89,24,12.5,40,60,1.2,101.8,46.2,53.8,10:58,9:55,0:00,27,3,3,0,4,4,0,0,0,7
Chris Tanev,27,VAN,D,0.19,0.04,0.15,0.74,39,5.1,92,42.4,-0.7,101.7,44.7,55.3,20:21,17:00,0:27,53,2,2,0,8,8,0,0,0,10
Chris Wideman,27,OTT,D,0.22,0.07,0.16,1.62,123,4.1,249,49.4,5.5,100.3,63.1,36.9,13:58,12:22,1:30,76,5,4,1,12,8,4,0.013,0.053,17
Cody Goloubef,27,COL,D,0.15,0,0.15,1.06,35,0,62,56.5,1,95,41.5,58.5,16:59,15:12,0:01,33,0,0,0,5,5,0,0,0,5
Colin Wilson,27,NSH,LW,0.5,0.17,0.33,1.61,113,10.6,184,61.4,1.9,101.5,51.2,48.8,14:57,13:00,1:56,70,12,6,6,23,22,1,0.086,0.014,35
Colton Sceviour,27,FLA,C,0.3,0.11,0.19,2.15,172,5.2,264,65.2,-2.2,95.9,44.6,55.4,14:38,11:47,0:49,80,9,5,1,15,12,2,0.013,0.025,24
Craig Smith,27,NSH,RW,0.37,0.15,0.22,1.99,155,7.7,316,48.7,4.4,101.2,60.5,39.5,13:49,12:42,1:06,78,12,10,2,17,16,1,0.026,0.013,29
Drew Doughty,27,LAK,D,0.54,0.15,0.39,2.21,181,6.6,365,49.6,0.8,99.8,54.4,45.6,27:09:00,21:18,3:17,82,12,7,5,32,17,14,0.061,0.171,44
Dwight King,27,TOT,LW,0.2,0.11,0.09,1.38,110,8.2,176,62.5,-5.5,99.3,53.8,46.2,14:24,12:48,0:13,80,9,9,0,7,7,0,0,0,16
Gustav Nyquist,27,DET,RW,0.63,0.16,0.47,2.17,165,7.3,292,56.5,3.1,100.9,56.4,43.6,17:26,14:34,2:49,76,12,10,2,36,29,7,0.026,0.092,48
Ian Cole,27,PIT,D,0.32,0.06,0.26,1.1,89,5.6,220,40.5,-0.8,103,49.8,50.2,19:49,17:18,0:05,81,5,5,0,21,20,1,0,0.012,26
Jake Muzzin,27,LAK,D,0.34,0.11,0.23,2.24,184,4.9,386,47.7,1.2,94.6,53,47,22:18,17:44,2:25,82,9,5,4,19,13,6,0.049,0.073,28
Jakub Voracek,27,PHI,RW,0.74,0.24,0.5,3.09,253,7.9,470,53.2,1.5,96.8,53.3,46.7,19:05,15:28,3:35,82,20,15,5,41,23,18,0.061,0.22,61
James van Riemsdyk,27,TOR,LW,0.76,0.35,0.4,2.9,238,12.2,391,60.9,2.4,99.9,57.1,42.9,15:53,13:26,2:23,82,29,23,6,33,20,13,0.073,0.159,62
Jamie Benn,27,DAL,LW,0.9,0.34,0.56,2.61,201,12.9,359,56,-0.4,98.9,48.9,51.1,19:22,14:48,3:06,77,26,13,12,43,29,14,0.156,0.182,69
Jared Spurgeon,27,MIN,D,0.5,0.13,0.37,1.89,144,6.9,272,52.9,2.8,103.2,50,50,24:02:00,19:37,2:14,76,10,9,1,28,23,4,0.013,0.053,38
Jimmy Hayes,27,BOS,RW,0.09,0.03,0.05,1.28,74,2.7,134,55.2,-3.4,98.5,62.5,37.5,9:14,8:54,0:19,58,2,2,0,3,3,0,0,0,5
Joe Colborne,27,COL,C,0.13,0.06,0.06,0.77,48,8.3,76,63.2,-2.2,94.6,52.1,47.9,10:42,9:25,0:47,62,4,2,2,4,3,1,0.032,0.016,8
John Carlson,27,WSH,D,0.51,0.13,0.39,2.5,180,5,361,49.9,-4.8,101.6,49.5,50.5,22:43,17:05,2:38,72,9,6,3,28,14,13,0.042,0.181,37
Jordan Nolan,27,LAK,C,0.17,0.09,0.09,0.85,39,10.3,89,43.8,-2.3,98.8,54.3,45.7,10:51,10:39,0:10,46,4,4,0,4,4,0,0,0,8
Josh Bailey,27,NYI,RW,0.68,0.16,0.52,2.11,173,7.5,304,56.9,4.4,100.6,62.1,37.9,18:22,15:05,2:50,82,13,10,3,43,34,9,0.037,0.11,56
Kyle Turris,27,OTT,C,0.71,0.35,0.36,2.37,185,14.6,350,52.9,0,100.3,52.3,47.7,19:30,15:51,2:55,78,27,21,6,28,17,11,0.077,0.141,55
Lars Eller,27,WSH,C,0.31,0.15,0.16,1.42,115,10.4,225,51.1,3.1,102,54.9,45.1,13:54,11:33,0:10,81,12,11,0,13,12,1,0,0.012,25
Logan Couture,27,SJS,C,0.71,0.34,0.37,2.38,174,14.4,330,52.7,-2.2,102.7,52.6,47.4,17:36,13:32,3:00,73,25,14,11,27,22,4,0.151,0.055,52
Luca Sbisa,27,VAN,D,0.16,0.02,0.13,0.91,75,2.7,197,38.1,-3.7,101,48.8,51.2,18:59,16:42,0:03,82,2,2,0,11,11,0,0,0,13
Luke Glendening,27,DET,C,0.19,0.04,0.15,1.03,76,3.9,123,62.6,-6.8,98.4,33.9,66.1,12:55,10:33,0:05,74,3,3,0,11,10,1,0,0.014,14
Luke Schenn,27,ARI,D,0.1,0.01,0.09,1.21,94,1.1,213,44.1,-1.4,100,38.5,61.5,18:03,15:47,0:00,78,1,1,0,7,7,0,0,0,8
Mark Borowiecki,27,OTT,D,0.04,0.01,0.03,0.71,50,2,115,43.5,0.2,99.3,49.4,50.6,14:01,13:16,0:01,70,1,1,0,2,2,0,0,0,3
Matt Calvert,27,CBJ,LW,0.23,0.15,0.08,1.42,92,10.9,154,59.7,-5.6,98.8,44,56,13:21,11:30,0:08,65,10,7,0,5,4,0,0,0,15
Matt Martin,27,TOR,LW,0.11,0.06,0.05,0.8,66,7.6,113,58.4,-3.1,100.6,32.8,67.2,8:54,8:32,0:01,82,5,5,0,4,4,0,0,0,9
Mikael Backlund,27,CGY,C,0.65,0.27,0.38,2.43,197,11.2,338,58.3,6.2,99.1,36.3,63.7,17:36,13:18,2:02,81,22,15,7,31,19,9,0.086,0.111,53
Mike Hoffman,27,OTT,LW,0.82,0.35,0.47,3.03,224,11.6,415,54,4,103.3,55.6,44.4,17:36,14:23,3:11,74,26,13,13,35,22,13,0.176,0.176,61
Mikkel Boedker,27,SJS,LW,0.32,0.12,0.2,1.51,122,8.2,222,54.5,-1.4,100,54.2,45.8,14:21,11:54,1:31,81,10,9,0,16,15,1,0,0.012,26
P.K. Subban,27,NSH,D,0.61,0.15,0.45,2.15,142,7,295,48.5,3.6,97.7,47.2,52.8,24:24:00,19:42,2:36,66,10,7,3,30,16,13,0.045,0.197,40
Paul Byron,27,MTL,LW,0.53,0.27,0.26,1.19,96,22.9,158,60.8,1.8,103,49.8,50.2,15:04,12:32,0:32,81,22,21,0,21,17,4,0,0.049,43
Paul Postma,27,WPG,D,0.22,0.02,0.2,0.77,50,2,119,42,-2,101.3,52.4,47.6,10:51,10:47,0:01,65,1,1,0,13,13,0,0,0,14
Philip Larsen,27,VAN,D,0.23,0.04,0.19,1.23,32,3.1,87,36.8,-0.3,97.7,54.8,45.2,16:28,14:10,2:15,26,1,1,0,5,3,2,0,0.077,6
Riley Nash,27,BOS,C,0.21,0.09,0.12,1.54,125,5.6,213,58.7,-4.1,97.8,45.3,54.7,13:48,11:48,0:03,81,7,6,0,10,8,0,0,0,17
Robert Bortuzzo,27,STL,D,0.11,0.03,0.08,1.18,45,2.2,87,51.7,1.4,103.4,51,49,14:05,13:10,0:02,38,1,1,0,3,3,0,0,0,4
Ryan McDonagh,27,NYR,D,0.55,0.08,0.47,1.99,153,3.9,321,48,-2.1,102.7,45.5,54.5,24:21:00,18:53,3:05,77,6,4,1,36,22,14,0.013,0.182,42
Sam Gagner,27,CBJ,C,0.62,0.22,0.4,2.2,178,10.1,306,58.5,5.8,100.1,52.3,47.7,13:43,11:16,2:25,81,18,10,8,32,22,10,0.099,0.123,50
Thomas Hickey,27,NYI,D,0.26,0.05,0.21,1.14,87,4.6,199,43.7,0.5,99.6,49.6,50.4,17:31,14:58,0:40,76,4,4,0,16,13,3,0,0.039,20
Tyler Ennis,27,BUF,LW,0.25,0.1,0.16,1.75,89,5.6,145,61.4,1.4,97.1,51.5,48.5,12:50,11:28,1:21,51,5,5,0,8,5,3,0,0.059,13
Yohann Auvitu,27,NJD,D,0.16,0.08,0.08,2.16,54,3.7,87,62.1,7,100.9,66.3,33.7,15:36,13:30,2:05,25,2,2,0,2,1,1,0,0.04,4
Alex Biega,28,VAN,D,0.08,0,0.08,1.03,37,0,79,46.8,2.2,99.3,52.5,47.5,13:10,12:18,0:13,36,0,0,0,3,3,0,0,0,3
